Player,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,MIN,GP,Pos,Team,NameKey,PosList
Jeremy Lamb,2.2,5.8,1.7,2.1,1.0,2.4,1.3,0.6,0.4,0.6,7.1,15.7,39.0,SF,,jeremy lamb,['SF']
Jeremy Lamb,2.8,7.0,1.3,1.5,0.9,3.5,1.8,0.5,0.5,0.8,7.9,18.9,17.0,SG,,jeremy lamb,['SG']
Wes Iwundu,2.7,6.0,1.0,1.3,1.0,4.3,0.0,0.3,0.0,0.3,7.3,27.3,3.0,SF,,wes iwundu,['SF']
Taurean Prince,2.6,5.7,0.9,1.2,1.2,2.5,1.0,0.7,0.3,0.8,7.3,17.1,69.0,PF,,taurean prince,['PF']
Austin Reaves,2.4,5.2,1.6,1.9,0.9,3.2,1.8,0.5,0.3,0.7,7.3,23.2,61.0,SG,,austin reaves,['SG']
Keon Johnson,2.6,7.4,1.1,1.4,0.9,2.2,2.1,0.8,0.3,1.2,7.2,18.8,37.0,SG,,keon johnson,['SG']
Keon Johnson,1.1,3.4,1.1,1.4,0.2,1.4,0.9,0.5,0.1,0.5,3.5,9.0,15.0,SG,,keon johnson,['SG']
Keon Johnson,3.6,10.0,1.1,1.4,1.4,2.7,2.9,1.0,0.5,1.8,9.7,25.5,22.0,SG,,keon johnson,['SG']
Braxton Key,3.0,6.5,0.6,1.2,0.5,4.5,1.0,0.9,1.0,1.0,7.2,17.9,11.0,SF,,braxton key,['SF']
Braxton Key,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,3.0,2.0,SF,,braxton key,['SF']
Braxton Key,3.6,7.8,0.8,1.4,0.7,5.3,1.1,1.0,1.2,1.0,8.6,21.2,9.0,SF,,braxton key,['SF']
Javonte Green,2.7,5.0,1.2,1.5,0.6,4.2,0.9,1.0,0.5,0.5,7.2,23.4,65.0,SF,,javonte green,['SF']
Joe Ingles,2.6,6.3,0.4,0.5,1.7,2.9,3.5,0.5,0.1,1.0,7.2,24.9,45.0,SF,,joe ingles,['SF']
Ty Jerome,2.6,6.8,0.8,1.0,1.1,1.6,2.3,0.6,0.1,0.8,7.1,16.7,48.0,SG,,ty jerome,['SG']
Robin Lopez,3.1,5.5,0.9,1.5,0.1,3.5,1.5,0.1,0.5,1.2,7.1,17.0,36.0,C,,robin lopez,['C']
Théo Maledon,2.3,6.2,1.5,2.0,0.9,2.6,2.2,0.6,0.2,1.3,7.1,17.8,51.0,PG,,theo maledon,['PG']
Gary Payton II,3.0,4.8,0.5,0.8,0.6,3.5,0.9,1.4,0.3,0.6,7.1,17.6,71.0,SG,,gary payton ii,['SG']
Larry Nance Jr.,2.8,5.4,0.9,1.2,0.5,5.4,1.8,0.9,0.4,0.8,7.0,22.6,46.0,PF,,larry nance jr,['PF']
Larry Nance Jr.,2.8,5.4,0.9,1.3,0.5,5.6,2.0,1.0,0.4,0.7,6.9,23.2,37.0,C,,larry nance jr,['C']
Larry Nance Jr.,3.0,5.4,0.9,0.9,0.4,4.3,0.9,0.6,0.8,1.1,7.3,20.2,9.0,PF,,larry nance jr,['PF']
Goga Bitadze,2.6,5.0,1.3,1.9,0.5,3.5,1.1,0.4,0.8,0.9,7.0,14.6,50.0,C,,goga bitadze,['C']
Sekou Doumbouya,2.5,4.0,1.5,2.0,0.5,3.0,0.0,1.5,1.0,1.0,7.0,8.0,2.0,PF,,sekou doumbouya,['PF']
Maxi Kleber,2.4,6.0,0.8,1.1,1.4,5.9,1.2,0.5,1.0,0.8,7.0,24.6,59.0,PF,,maxi kleber,['PF']
Olivier Sarr,2.6,4.6,1.1,1.3,0.6,4.2,0.9,0.3,0.7,1.0,7.0,19.1,22.0,C,,olivier sarr,['C']
Steven Adams,2.8,5.1,1.4,2.6,0.0,10.0,3.4,0.9,0.8,1.5,6.9,26.3,76.0,C,,steven adams,['C']
Killian Hayes,2.7,7.0,0.9,1.1,0.7,3.2,4.2,1.2,0.5,1.7,6.9,25.0,66.0,PG,,killian hayes,['PG']
Jarred Vanderbilt,2.9,4.9,1.2,1.8,0.0,8.4,1.3,1.3,0.6,1.0,6.9,25.4,74.0,PF,,jarred vanderbilt,['PF']
Serge Ibaka,2.7,5.5,0.6,0.8,0.7,4.6,0.9,0.2,0.6,0.8,6.8,16.2,54.0,C,,serge ibaka,['C']
Serge Ibaka,2.7,5.5,0.6,0.8,0.7,4.3,1.0,0.2,0.7,0.9,6.6,15.4,35.0,C,,serge ibaka,['C']
Serge Ibaka,2.8,5.5,0.6,0.8,0.7,5.3,0.7,0.2,0.4,0.5,7.0,17.8,19.0,C,,serge ibaka,['C']
Mason Jones,1.8,3.8,3.0,3.8,0.3,2.5,1.0,0.5,0.0,0.3,6.8,12.8,4.0,SG,,mason jones,['SG']
Brandon Boston Jr.,2.5,6.4,1.2,1.4,0.7,2.2,1.0,0.5,0.3,0.6,6.7,14.9,51.0,SG,,brandon boston jr,['SG']
Wayne Ellington,2.3,5.5,0.2,0.3,1.9,1.8,0.7,0.5,0.1,0.4,6.7,18.8,43.0,SG,,wayne ellington,['SG']
Stanley Johnson,2.4,5.2,1.1,1.5,0.7,3.2,1.7,0.9,0.3,0.7,6.7,22.8,48.0,PF,,stanley johnson,['PF']
Georgios Kalaitzakis,2.4,5.2,1.1,2.3,0.8,1.6,0.9,0.8,0.2,1.5,6.6,16.5,13.0,SF,,georgios kalaitzakis,['SF']
Georgios Kalaitzakis,0.6,1.2,0.4,1.0,0.2,0.9,0.0,0.1,0.1,0.4,1.8,5.3,9.0,SF,,georgios kalaitzakis,['SF']
Georgios Kalaitzakis,6.5,14.0,2.5,5.3,2.0,3.3,3.0,2.5,0.3,4.0,17.5,41.5,4.0,SF,,georgios kalaitzakis,['SF']
Torrey Craig,2.6,5.7,0.5,0.7,1.0,4.0,1.2,0.6,0.5,0.9,6.6,20.5,78.0,SF,,torrey craig,['SF']
Torrey Craig,2.5,5.5,0.5,0.7,0.9,3.8,1.1,0.5,0.4,0.8,6.5,20.3,51.0,SF,,torrey craig,['SF']
Torrey Craig,2.7,5.9,0.4,0.6,1.1,4.3,1.2,0.8,0.6,1.0,6.9,20.8,27.0,SF,,torrey craig,['SF']
Zeke Nnaji,2.3,4.5,1.0,1.6,0.9,3.6,0.4,0.4,0.3,0.6,6.6,17.0,41.0,PF,,zeke nnaji,['PF']
B.J. Johnson,2.8,6.3,0.0,0.0,1.0,3.8,0.0,0.0,0.3,0.0,6.5,16.3,4.0,SF,,b j johnson,['SF']
Mason Plumlee,2.8,4.4,0.9,2.3,0.0,7.7,3.1,0.8,0.7,1.4,6.5,24.6,73.0,C,,mason plumlee,['C']
Josh Jackson,2.4,5.9,1.1,1.5,0.6,2.8,1.1,0.5,0.4,0.9,6.4,16.3,51.0,SF,,josh jackson,['SF']
Josh Jackson,2.6,6.4,1.0,1.4,0.8,3.2,1.3,0.5,0.5,1.0,7.1,18.1,39.0,SF,,josh jackson,['SF']
Josh Jackson,1.4,4.1,1.3,1.8,0.3,1.5,0.4,0.4,0.3,0.8,4.3,10.3,12.0,SF,,josh jackson,['SF']
Justin Anderson,2.3,5.9,0.9,1.2,0.9,2.9,2.1,0.5,0.4,0.5,6.4,19.8,16.0,SF,,justin anderson,['SF']
Justin Anderson,1.3,2.7,1.0,1.3,0.7,2.0,2.0,0.3,0.0,0.7,4.3,15.7,3.0,SF,,justin anderson,['SF']
Justin Anderson,2.5,6.7,0.9,1.2,1.0,3.1,2.1,0.5,0.5,0.5,6.8,20.7,13.0,SF,,justin anderson,['SF']
Avery Bradley,2.4,5.6,0.3,0.3,1.3,2.2,0.8,0.9,0.1,0.6,6.4,22.7,62.0,SG,,avery bradley,['SG']
JaMychal Green,2.4,4.9,1.2,1.4,0.5,4.2,0.9,0.6,0.4,0.9,6.4,16.2,67.0,PF,,jamychal green,['PF']
Blake Griffin,2.4,5.6,1.0,1.4,0.7,4.1,1.9,0.5,0.3,0.6,6.4,17.1,56.0,C,,blake griffin,['C']
Brandon Knight,2.0,5.0,1.6,1.6,0.8,1.6,1.6,0.2,0.0,0.8,6.4,13.0,5.0,PG,,brandon knight,['PG']
Isaiah Livers,2.2,4.7,0.6,0.7,1.4,3.0,1.1,0.7,0.4,0.8,6.4,20.2,19.0,SF,,isaiah livers,['SF']
Ish Smith,2.8,6.6,0.2,0.4,0.4,2.2,3.8,0.7,0.4,1.2,6.3,17.3,65.0,PG,,ish smith,['PG']
Ish Smith,2.0,5.0,0.3,0.5,0.3,1.5,2.6,0.5,0.3,1.0,4.5,13.8,37.0,PG,,ish smith,['PG']
Ish Smith,4.0,8.8,0.1,0.2,0.5,3.0,5.2,1.0,0.5,1.5,8.6,22.0,28.0,PG,,ish smith,['PG']
Aaron Holiday,2.4,5.4,0.9,1.1,0.6,1.9,2.4,0.7,0.1,1.1,6.3,16.2,63.0,PG,,aaron holiday,['PG']
Aaron Holiday,2.4,5.2,0.7,0.9,0.6,1.6,1.9,0.6,0.2,1.0,6.1,16.2,41.0,PG,,aaron holiday,['PG']
Aaron Holiday,2.3,5.6,1.4,1.5,0.7,2.5,3.4,0.8,0.0,1.3,6.8,16.3,22.0,PG,,aaron holiday,['PG']
Dewayne Dedmon,2.4,4.3,1.1,1.5,0.3,5.8,0.7,0.4,0.6,1.0,6.3,15.9,67.0,C,,dewayne dedmon,['C']
Hassani Gravett,2.3,4.8,0.4,0.5,1.4,2.6,2.5,0.6,0.1,1.1,6.3,21.4,8.0,PG,,hassani gravett,['PG']
Derrick Walton,2.0,8.7,1.3,1.3,1.0,3.3,7.0,2.3,1.3,3.7,6.3,36.0,3.0,PG,,derrick walton,['PG']
Lou Williams,2.2,5.7,1.2,1.4,0.7,1.6,1.9,0.5,0.1,0.8,6.3,14.3,56.0,PG,,lou williams,['PG']
Chaundee Brown Jr.,2.0,6.4,1.0,1.2,1.2,3.2,0.8,0.4,0.0,0.2,6.2,20.8,5.0,SF,,chaundee brown jr,['SF']
Chaundee Brown Jr.,0.5,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,10.5,2.0,SF,,chaundee brown jr,['SF']
Chaundee Brown Jr.,3.0,8.3,1.7,2.0,2.0,4.7,1.3,0.7,0.0,0.0,9.7,27.7,3.0,SG,,chaundee brown jr,['SG']
Thaddeus Young,2.7,5.2,0.4,0.9,0.3,4.0,2.0,1.0,0.3,1.0,6.2,16.3,52.0,PF,,thaddeus young,['PF']
Thaddeus Young,2.8,4.9,0.4,0.8,0.0,3.6,2.3,0.9,0.3,1.2,6.1,14.2,26.0,PF,,thaddeus young,['PF']
Thaddeus Young,2.6,5.5,0.5,1.0,0.7,4.4,1.7,1.2,0.4,0.8,6.3,18.3,26.0,PF,,thaddeus young,['PF']
George Hill,2.2,5.1,1.1,1.1,0.8,2.9,2.2,0.8,0.1,0.8,6.2,23.2,54.0,PG,,george hill,['PG']
Dwight Howard,2.2,3.7,1.6,2.4,0.1,5.9,0.6,0.6,0.6,0.8,6.2,16.2,60.0,C,,dwight howard,['C']
Vit Krejci,2.3,5.6,0.6,0.7,1.1,3.4,1.9,0.6,0.3,1.0,6.2,23.0,30.0,SG,,vit krejci,['SG']
Jalen McDaniels,2.2,4.6,1.0,1.3,0.7,3.1,1.1,0.5,0.4,0.7,6.2,16.3,55.0,SF,,jalen mcdaniels,['SF']
Payton Pritchard,2.3,5.3,0.3,0.3,1.4,1.9,2.0,0.4,0.1,0.6,6.2,14.1,71.0,PG,,payton pritchard,['PG']
Day'Ron Sharpe,2.7,4.7,0.8,1.3,0.1,5.0,0.5,0.3,0.5,0.9,6.2,12.2,32.0,PF,,day ron sharpe,['PF']
Jose Alvarado,2.4,5.4,0.7,1.0,0.6,1.9,2.8,1.3,0.1,0.7,6.1,15.4,54.0,PG,,jose alvarado,['PG']
Nemanja Bjelica,2.3,4.8,0.8,1.1,0.8,4.1,2.2,0.6,0.4,1.2,6.1,16.1,71.0,C,,nemanja bjelica,['C']
Lamar Stevens,2.5,5.1,0.8,1.2,0.3,2.6,0.7,0.5,0.3,0.7,6.1,16.1,63.0,PF,,lamar stevens,['PF']
Tristan Thompson,2.5,4.7,1.1,2.0,0.0,5.1,0.6,0.4,0.4,0.8,6.0,15.7,57.0,C,,tristan thompson,['C']
Tristan Thompson,2.5,5.0,1.1,2.0,0.0,5.4,0.6,0.4,0.4,1.0,6.2,15.2,30.0,C,,tristan thompson,['C']
Tristan Thompson,3.3,6.0,0.8,2.0,0.0,4.5,0.5,0.0,0.5,1.0,7.3,16.5,4.0,C,,tristan thompson,['C']
Tristan Thompson,2.3,4.0,1.1,2.1,0.0,4.7,0.6,0.5,0.3,0.5,5.7,16.3,23.0,C,,tristan thompson,['C']
Quentin Grimes,2.1,5.1,0.3,0.4,1.6,2.0,1.0,0.7,0.2,0.6,6.0,17.1,46.0,SG,,quentin grimes,['SG']
Tre Jones,2.4,4.9,1.0,1.3,0.1,2.2,3.4,0.6,0.1,0.7,6.0,16.6,69.0,PG,,tre jones,['PG']
Alex Len,2.4,4.5,1.1,1.6,0.2,4.1,1.2,0.3,0.6,1.1,6.0,15.9,39.0,C,,alex len,['C']
Kevon Looney,2.5,4.4,0.9,1.5,0.0,7.3,2.0,0.6,0.6,0.8,6.0,21.1,82.0,C,,kevon looney,['C']
Austin Rivers,2.2,5.2,0.5,0.7,1.2,1.7,1.3,0.8,0.1,0.8,6.0,22.1,67.0,SG,,austin rivers,['SG']
Danuel House Jr.,1.9,4.7,1.0,1.4,1.0,2.6,1.0,0.5,0.4,0.8,5.9,17.3,42.0,SF,,danuel house jr,['SF']
Danuel House Jr.,1.6,4.6,1.1,1.2,0.6,2.7,1.2,0.3,0.3,1.1,4.8,14.6,16.0,SF,,danuel house jr,['SF']
Danuel House Jr.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,SF,,danuel house jr,['SF']
Danuel House Jr.,2.2,4.9,1.1,1.6,1.4,2.7,1.0,0.6,0.5,0.6,6.8,19.6,25.0,SF,,danuel house jr,['SF']
Kessler Edwards,2.3,5.6,0.3,0.4,1.0,3.6,0.6,0.6,0.5,0.9,5.9,20.6,48.0,SF,,kessler edwards,['SF']
Danny Green,2.0,5.2,0.2,0.2,1.7,2.5,1.0,1.0,0.6,0.7,5.9,21.8,62.0,SF,,danny green,['SF']
Kira Lewis Jr.,2.5,6.1,0.4,0.5,0.5,1.6,2.0,0.5,0.0,1.1,5.9,14.2,24.0,PG,,kira lewis jr,['PG']
Bismack Biyombo,2.4,4.0,1.1,2.0,0.0,4.6,0.6,0.3,0.7,0.7,5.8,14.1,36.0,C,,bismack biyombo,['C']
Carsen Edwards,2.3,7.5,0.3,0.3,1.0,1.5,3.5,0.5,0.0,1.3,5.8,19.8,4.0,SG,,carsen edwards,['SG']
CJ Elleby,2.1,5.3,1.0,1.4,0.6,3.9,1.5,0.6,0.3,1.0,5.8,20.2,58.0,SF,,cj elleby,['SF']
Luka Garza,2.1,4.6,1.2,1.9,0.5,3.1,0.6,0.3,0.2,0.6,5.8,12.2,32.0,C,,luka garza,['C']
Xavier Moon,2.5,5.1,0.3,0.5,0.5,1.4,2.4,0.7,0.3,0.6,5.8,13.7,10.0,SG,,xavier moon,['SG']
Eric Paschall,2.0,4.1,1.1,1.5,0.7,1.8,0.6,0.2,0.1,0.5,5.8,12.7,58.0,PF,,eric paschall,['PF']
Joshua Primo,2.0,5.4,0.9,1.2,0.8,2.3,1.6,0.4,0.5,1.1,5.8,19.3,50.0,SF,,joshua primo,['SF']
Cassius Stanley,2.1,5.1,1.1,1.1,0.4,2.1,0.4,0.6,0.2,0.7,5.8,17.2,9.0,SG,,cassius stanley,['SG']
Justise Winslow,2.3,5.4,0.8,1.4,0.3,4.2,1.8,0.7,0.5,1.0,5.7,16.1,48.0,PF,,justise winslow,['PF']
Justise Winslow,1.7,3.8,0.7,1.1,0.1,3.6,1.4,0.6,0.5,1.0,4.2,12.9,37.0,PF,,justise winslow,['PF']
Justise Winslow,4.3,10.5,1.3,2.3,0.9,6.3,2.9,1.3,0.6,1.1,10.7,26.8,11.0,PF,,justise winslow,['PF']
Kelan Martin,2.3,5.7,0.3,0.4,0.7,1.8,0.7,0.4,0.3,0.5,5.7,15.0,30.0,SF,,kelan martin,['SF']
Kelan Martin,2.6,6.2,0.3,0.5,0.8,2.0,0.8,0.5,0.3,0.5,6.3,16.4,27.0,SF,,kelan martin,['SF']
Kelan Martin,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2.0,3.0,SF,,kelan martin,['SF']
Keita Bates-Diop,2.3,4.5,0.8,1.0,0.3,3.9,0.7,0.5,0.2,0.8,5.7,16.2,59.0,SF,,keita bates diop,['SF']
Naji Marshall,2.0,4.9,1.3,1.7,0.4,2.6,1.1,0.6,0.1,0.8,5.7,13.4,55.0,SF,,naji marshall,['SF']
Matisse Thybulle,2.3,4.5,0.5,0.7,0.7,2.3,1.1,1.7,1.1,0.6,5.7,25.5,66.0,SG,,matisse thybulle,['SG']
Dāvis Bertāns,1.8,4.9,0.6,0.7,1.4,2.1,0.6,0.3,0.2,0.3,5.6,14.4,56.0,PF,,davis bertans,['PF']
Dāvis Bertāns,1.8,5.0,0.8,0.9,1.4,1.8,0.5,0.3,0.2,0.4,5.7,14.7,34.0,PF,,davis bertans,['PF']
Dāvis Bertāns,1.8,4.7,0.4,0.5,1.4,2.5,0.7,0.3,0.3,0.2,5.3,13.9,22.0,PF,,davis bertans,['PF']
Derrick Jones Jr.,2.1,3.8,1.1,1.4,0.4,3.3,0.6,0.5,0.6,0.6,5.6,17.6,51.0,PF,,derrick jones jr,['PF']
Saben Lee,1.9,4.8,1.5,1.9,0.4,2.4,2.9,1.0,0.3,1.0,5.6,16.3,37.0,PG,,saben lee,['PG']
Dennis Smith Jr.,2.1,5.1,1.1,1.7,0.2,2.4,3.6,1.2,0.3,1.4,5.6,17.2,37.0,PG,,dennis smith jr,['PG']
Keifer Sykes,2.2,5.9,0.5,0.5,0.8,1.4,1.9,0.4,0.1,1.0,5.6,17.7,32.0,PG,,keifer sykes,['PG']
James Johnson,2.3,5.0,0.5,0.9,0.4,3.5,2.1,0.5,0.5,0.8,5.5,19.2,62.0,PF,,james johnson,['PF']
Greg Monroe,2.3,4.1,0.9,1.6,0.0,4.6,1.6,0.6,0.7,0.9,5.4,13.9,14.0,C,,greg monroe,['C']
Greg Monroe,3.3,5.5,0.8,1.8,0.0,6.0,4.0,1.0,1.5,1.8,7.3,20.3,4.0,C,,greg monroe,['C']
Greg Monroe,2.0,4.0,0.0,0.0,0.0,5.0,0.5,0.5,0.5,1.0,4.0,9.0,2.0,C,,greg monroe,['C']
Greg Monroe,2.2,4.4,1.0,1.8,0.0,4.2,0.4,0.6,0.4,0.6,5.4,14.0,5.0,C,,greg monroe,['C']
Greg Monroe,1.3,1.7,1.3,2.3,0.0,3.0,1.0,0.0,0.3,0.0,4.0,8.7,3.0,C,,greg monroe,['C']
Wenyen Gabriel,2.1,4.2,1.0,1.6,0.3,3.7,0.5,0.2,0.4,0.6,5.4,13.8,26.0,PF,,wenyen gabriel,['PF']
Wenyen Gabriel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PF,,wenyen gabriel,['PF']
Wenyen Gabriel,0.8,2.2,0.3,0.7,0.3,2.3,0.3,0.2,0.3,0.5,2.3,7.7,6.0,PF,,wenyen gabriel,['PF']
Wenyen Gabriel,2.6,5.1,1.2,2.0,0.3,4.3,0.6,0.2,0.5,0.7,6.7,16.4,19.0,PF,,wenyen gabriel,['PF']
PJ Dozier,2.0,5.5,0.6,0.7,0.8,3.5,1.6,0.6,0.3,0.7,5.4,18.9,18.0,SG,,pj dozier,['SG']
Rodney McGruder,1.9,4.4,0.4,0.5,1.1,2.2,0.9,0.4,0.1,0.5,5.4,14.8,51.0,SG,,rodney mcgruder,['SG']
Trey Murphy III,1.8,4.5,0.7,0.8,1.1,2.4,0.6,0.4,0.1,0.3,5.4,13.9,62.0,SF,,trey murphy iii,['SF']
Armoni Brooks,1.8,5.4,0.3,0.4,1.4,1.9,1.1,0.5,0.2,0.5,5.3,15.6,54.0,SG,,armoni brooks,['SG']
Armoni Brooks,2.1,6.1,0.4,0.5,1.6,2.0,1.2,0.5,0.2,0.6,6.2,16.8,41.0,SG,,armoni brooks,['SG']
Armoni Brooks,0.8,2.9,0.2,0.2,0.8,1.7,1.0,0.5,0.2,0.3,2.6,11.8,13.0,PG,,armoni brooks,['PG']
D.J. Augustin,1.7,4.0,0.7,0.8,1.2,1.2,1.9,0.3,0.0,1.0,5.3,16.1,55.0,PG,,d j augustin,['PG']
D.J. Augustin,1.6,4.0,1.0,1.1,1.1,1.2,2.2,0.3,0.0,1.3,5.4,15.0,34.0,PG,,d j augustin,['PG']
D.J. Augustin,1.9,4.1,0.2,0.2,1.4,1.3,1.6,0.3,0.0,0.5,5.3,17.8,21.0,PG,,d j augustin,['PG']
Derrick Favors,2.4,4.7,0.4,0.6,0.1,4.7,0.6,0.4,0.3,0.2,5.3,16.7,39.0,C,,derrick favors,['C']
Dean Wade,1.9,4.3,0.4,0.6,1.0,2.9,1.0,0.6,0.1,0.3,5.3,19.2,51.0,PF,,dean wade,['PF']
Omer Yurtseven,2.3,4.4,0.7,1.1,0.0,5.3,0.9,0.3,0.4,0.7,5.3,12.6,56.0,C,,omer yurtseven,['C']
Garrett Temple,1.9,5.0,0.5,0.7,1.0,2.4,1.3,0.7,0.4,0.7,5.2,18.6,59.0,SG,,garrett temple,['SG']
Cody Zeller,1.9,3.3,1.4,1.8,0.0,4.6,0.8,0.3,0.2,0.7,5.2,13.1,27.0,C,,cody zeller,['C']
DeAndre' Bembry,2.2,3.9,0.4,0.6,0.3,2.9,1.2,0.9,0.4,0.6,5.1,18.3,56.0,SF,,deandre bembry,['SF']
DeAndre' Bembry,2.5,4.4,0.4,0.7,0.3,3.2,1.3,1.0,0.5,0.6,5.8,19.8,48.0,SF,,deandre bembry,['SF']
DeAndre' Bembry,0.4,1.0,0.0,0.0,0.0,1.4,0.8,0.3,0.0,0.1,0.8,9.6,8.0,SF,,deandre bembry,['SF']
Trey Burke,2.0,5.1,0.5,0.5,0.6,0.8,1.4,0.3,0.0,0.6,5.1,10.5,42.0,PG,,trey burke,['PG']
Facundo Campazzo,1.6,4.6,0.9,1.2,0.9,1.8,3.4,1.0,0.4,1.0,5.1,18.2,65.0,PG,,facundo campazzo,['PG']
Wesley Matthews,1.8,4.5,0.4,0.6,1.1,1.9,0.7,0.5,0.2,0.4,5.1,20.4,49.0,SG,,wesley matthews,['SG']
David Nwaba,1.8,3.8,1.0,1.5,0.3,3.3,0.8,0.6,0.4,0.5,5.1,13.2,46.0,SF,,david nwaba,['SF']
Ignas Brazdeikis,1.9,4.5,0.5,0.8,0.6,1.7,0.9,0.2,0.1,0.4,5.0,12.8,42.0,SF,,ignas brazdeikis,['SF']
Jock Landale,1.9,3.8,0.6,0.8,0.5,2.6,0.8,0.2,0.3,0.6,4.9,10.9,54.0,C,,jock landale,['C']
Rajon Rondo,1.7,4.5,0.5,0.7,0.8,2.8,4.4,0.8,0.2,1.7,4.8,17.9,39.0,PG,,rajon rondo,['PG']
Rajon Rondo,1.3,3.9,0.1,0.1,0.4,2.7,3.7,0.7,0.3,1.9,3.1,16.1,18.0,PG,,rajon rondo,['PG']
Rajon Rondo,2.1,5.0,0.9,1.1,1.1,2.8,4.9,0.9,0.0,1.6,6.2,19.4,21.0,PG,,rajon rondo,['PG']
Brandon Goodwin,1.8,4.3,0.7,1.1,0.5,1.9,2.5,0.7,0.0,1.0,4.8,13.9,36.0,PG,,brandon goodwin,['PG']
Josh Green,1.9,3.8,0.5,0.7,0.4,2.4,1.2,0.7,0.2,0.7,4.8,15.5,67.0,SG,,josh green,['SG']
John Konchar,1.9,3.6,0.4,0.7,0.7,4.6,1.5,0.6,0.3,0.4,4.8,17.9,72.0,SG,,john konchar,['SG']
Xavier Tillman Sr.,1.8,4.1,0.9,1.3,0.2,3.0,1.2,0.9,0.3,0.6,4.8,13.2,53.0,PF,,xavier tillman sr,['PF']
Udoka Azubuike,2.2,2.9,0.4,0.6,0.0,4.2,0.0,0.1,0.6,0.7,4.7,11.5,17.0,C,,udoka azubuike,['C']
Greg Brown III,1.7,4.0,0.9,1.4,0.4,2.8,0.7,0.5,0.5,0.8,4.7,13.3,48.0,SF,,greg brown iii,['SF']
David Duke Jr.,1.8,4.9,0.8,1.0,0.4,3.0,0.8,0.6,0.3,0.4,4.7,15.5,22.0,PG,,david duke jr,['PG']
Cameron McGriff,1.7,4.7,0.7,0.7,0.7,5.0,1.0,0.0,0.3,0.0,4.7,15.3,3.0,SF,,cameron mcgriff,['SF']
James Bouknight,1.6,4.5,0.9,1.0,0.5,1.7,0.8,0.2,0.0,0.5,4.6,9.8,31.0,SG,,james bouknight,['SG']
Maurice Harkless,1.8,3.9,0.4,0.6,0.7,2.4,0.5,0.6,0.5,0.7,4.6,18.4,47.0,SF,,maurice harkless,['SF']
Svi Mykhailiuk,1.6,4.2,0.6,0.7,0.7,1.6,0.8,0.5,0.1,0.6,4.6,12.8,56.0,SF,,svi mykhailiuk,['SF']
Romeo Langford,1.7,4.0,0.5,0.9,0.6,2.3,0.4,0.5,0.3,0.3,4.5,16.1,48.0,SG,,romeo langford,['SG']
Romeo Langford,1.8,4.2,0.5,0.8,0.7,2.4,0.4,0.5,0.4,0.4,4.7,16.5,44.0,SG,,romeo langford,['SG']
Romeo Langford,1.0,1.8,0.8,2.0,0.0,1.0,0.5,0.3,0.0,0.0,2.8,10.8,4.0,SG,,romeo langford,['SG']
Khem Birch,1.8,3.6,1.0,1.3,0.0,4.3,1.0,0.5,0.5,0.5,4.5,18.0,55.0,C,,khem birch,['C']
Marquese Chriss,1.8,3.9,0.6,1.0,0.2,3.0,0.5,0.4,0.4,0.5,4.5,10.2,34.0,PF,,marquese chriss,['PF']
Louis King,1.5,4.7,0.7,1.0,0.8,1.2,0.9,0.2,0.1,0.0,4.5,10.4,10.0,SF,,louis king,['SF']
Taj Gibson,1.7,3.2,0.8,1.0,0.3,4.4,0.6,0.4,0.8,0.5,4.4,18.2,52.0,C,,taj gibson,['C']
Timothé Luwawu-Cabarrot,1.4,3.6,0.7,0.8,0.8,1.6,0.8,0.3,0.1,0.4,4.4,13.2,52.0,SF,,timothe luwawu cabarrot,['SF']
Moses Moody,1.5,3.5,0.5,0.7,0.8,1.5,0.4,0.1,0.2,0.3,4.4,11.7,52.0,SG,,moses moody,['SG']
Jabari Parker,1.5,3.2,0.8,0.8,0.7,2.3,0.5,0.3,0.1,0.7,4.4,9.3,12.0,PF,,jabari parker,['PF']
Davon Reed,1.7,3.4,0.2,0.3,0.8,2.3,1.1,0.5,0.2,0.3,4.4,13.9,48.0,SG,,davon reed,['SG']
Delon Wright,1.6,3.5,0.7,0.8,0.6,2.9,2.4,1.2,0.2,0.6,4.4,18.9,77.0,SG,,delon wright,['SG']
Moses Brown,1.6,2.7,1.1,1.8,0.0,3.4,0.0,0.2,0.4,0.5,4.3,8.6,40.0,C,,moses brown,['C']
Moses Brown,1.0,1.9,1.0,1.7,0.0,2.3,0.0,0.1,0.3,0.5,3.1,6.5,26.0,C,,moses brown,['C']
Moses Brown,2.6,4.1,1.1,2.1,0.0,5.3,0.0,0.3,0.5,0.4,6.4,12.6,14.0,C,,moses brown,['C']
DeAndre Jordan,1.9,3.0,0.5,0.8,0.0,5.5,0.4,0.3,0.7,0.8,4.3,13.0,48.0,C,,deandre jordan,['C']
