Player,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,MIN,GP,Pos,Team,NameKey,PosList
Skylar Mays,5.7,11.3,2.0,2.2,2.0,3.2,8.3,1.0,0.2,1.7,15.3,31.5,6.0,PG,,skylar mays,['PG']
Wendell Carter Jr.,5.6,10.8,2.5,3.4,1.4,8.7,2.3,0.5,0.6,1.9,15.2,29.6,57.0,C,,wendell carter jr,['C']
Kevin Huerter,5.6,11.5,1.3,1.7,2.7,3.3,2.9,1.1,0.3,1.3,15.2,29.4,75.0,SG,,kevin huerter,['SG']
Khris Middleton,5.4,12.3,2.8,3.1,1.5,4.2,4.9,0.7,0.2,2.2,15.1,24.3,33.0,SF,,khris middleton,['SF']
Harrison Barnes,4.6,9.6,4.3,5.0,1.6,4.5,1.6,0.7,0.1,1.0,15.0,32.5,82.0,PF,,harrison barnes,['PF']
Malcolm Brogdon,5.3,10.9,2.4,2.7,2.0,4.2,3.7,0.7,0.3,1.5,14.9,26.0,67.0,PG,,malcolm brogdon,['PG']
Immanuel Quickley,5.2,11.6,2.5,3.1,2.1,4.2,3.4,1.0,0.2,1.2,14.9,28.9,81.0,SG,,immanuel quickley,['SG']
Alperen Şengün,5.9,10.7,2.7,3.8,0.3,9.0,3.9,0.9,0.9,2.6,14.8,28.9,75.0,C,,alperen sengun,['C']
Tobias Harris,5.7,11.4,1.5,1.7,1.7,5.7,2.5,0.9,0.5,1.2,14.7,32.9,74.0,SF,,tobias harris,['SF']
Gordon Hayward,5.5,11.6,2.6,3.2,1.0,4.3,4.1,0.8,0.2,2.0,14.7,31.5,50.0,SF,,gordon hayward,['SF']
Trey Murphy III,4.9,10.1,2.2,2.4,2.6,3.6,1.4,1.1,0.5,0.8,14.5,31.0,79.0,SF,,trey murphy iii,['SF']
Tim Hardaway Jr.,4.8,11.9,1.8,2.3,3.0,3.5,1.8,0.7,0.2,0.8,14.4,30.3,71.0,SF,,tim hardaway jr,['SF']
Jarrett Allen,5.9,9.2,2.4,3.3,0.0,9.8,1.7,0.8,1.2,1.4,14.3,32.6,68.0,C,,jarrett allen,['C']
Dillon Brooks,5.4,13.6,1.6,2.1,2.0,3.3,2.6,0.9,0.2,1.4,14.3,30.3,73.0,SF,,dillon brooks,['SF']
Collin Sexton,4.9,9.8,3.4,4.1,1.0,2.2,2.9,0.6,0.1,1.8,14.3,23.9,48.0,PG,,collin sexton,['PG']
Bobby Portis,5.7,11.5,1.4,1.8,1.4,9.6,1.5,0.4,0.2,1.2,14.1,26.0,70.0,PF,,bobby portis,['PF']
Jonas Valančiūnas,5.6,10.3,2.3,2.8,0.5,10.2,1.8,0.3,0.7,2.0,14.1,24.9,79.0,C,,jonas valanciunas,['C']
Jalen Williams,5.5,10.6,2.1,2.5,1.0,4.5,3.3,1.4,0.5,1.6,14.1,30.3,75.0,SG,,jalen williams,['SG']
Bogdan Bogdanović,5.1,11.3,1.2,1.4,2.7,3.1,2.8,0.8,0.3,1.2,14.0,27.9,54.0,SG,,bogdan bogdanovic,['SG']
Markelle Fultz,5.8,11.3,1.9,2.4,0.5,3.9,5.7,1.5,0.4,2.3,14.0,29.6,60.0,PG,,markelle fultz,['PG']
Chris Paul,5.0,11.3,2.3,2.7,1.7,4.3,8.9,1.5,0.4,1.9,13.9,32.0,59.0,PG,,chris paul,['PG']
Saddiq Bey,4.6,10.9,2.7,3.1,2.0,4.7,1.5,0.9,0.2,0.9,13.8,27.6,77.0,SF,,saddiq bey,['SF']
Saddiq Bey,4.7,11.7,3.5,4.0,1.9,4.7,1.6,1.0,0.2,1.0,14.8,28.8,52.0,SF,,saddiq bey,['SF']
Saddiq Bey,4.3,9.2,1.0,1.2,2.0,4.8,1.4,0.8,0.0,0.7,11.6,25.2,25.0,SF,,saddiq bey,['SF']
Luguentz Dort,4.6,11.8,2.7,3.5,1.8,4.6,2.1,1.0,0.3,1.2,13.7,30.7,74.0,SF,,luguentz dort,['SF']
Malik Monk,4.6,10.3,2.4,2.7,1.9,2.6,3.9,0.6,0.3,1.9,13.5,22.3,77.0,SG,,malik monk,['SG']
Rudy Gobert,5.1,7.8,3.1,4.9,0.0,11.6,1.2,0.8,1.4,1.7,13.4,30.7,70.0,C,,rudy gobert,['C']
Jusuf Nurkić,5.0,9.7,2.4,3.7,0.8,9.1,2.9,0.8,0.8,2.3,13.3,26.8,52.0,C,,jusuf nurkic,['C']
Kris Dunn,5.3,9.8,1.9,2.4,0.8,4.5,5.6,1.1,0.5,1.6,13.2,25.8,22.0,PG,,kris dunn,['PG']
John Collins,5.1,10.0,2.0,2.5,1.0,6.5,1.2,0.6,1.0,1.1,13.1,30.0,71.0,PF,,john collins,['PF']
Cole Anthony,4.6,10.2,2.5,2.8,1.3,4.8,3.9,0.6,0.5,1.5,13.0,25.9,60.0,PG,,cole anthony,['PG']
Austin Reaves,4.0,7.7,3.6,4.1,1.3,3.0,3.4,0.5,0.3,1.5,13.0,28.8,64.0,SG,,austin reaves,['SG']
Tre Jones,5.0,10.9,2.2,2.5,0.7,3.6,6.6,1.3,0.1,1.6,12.9,29.2,68.0,PG,,tre jones,['PG']
Alec Burks,3.9,9.0,3.0,3.7,1.9,3.1,2.2,0.7,0.2,1.1,12.8,22.0,51.0,SG,,alec burks,['SG']
Jabari Smith Jr.,4.6,11.3,2.1,2.6,1.5,7.2,1.3,0.5,0.9,1.3,12.8,31.0,79.0,PF,,jabari smith jr,['PF']
Malik Beasley,4.6,11.6,0.6,0.8,2.9,3.5,1.5,0.8,0.1,1.1,12.7,25.8,81.0,SG,,malik beasley,['SG']
Malik Beasley,4.8,12.2,0.7,0.8,3.1,3.6,1.7,0.8,0.1,1.1,13.4,26.8,55.0,SG,,malik beasley,['SG']
Malik Beasley,4.0,10.3,0.5,0.8,2.5,3.3,1.2,0.8,0.0,1.2,11.1,23.9,26.0,SG,,malik beasley,['SG']
KJ Martin,5.0,8.8,1.8,2.7,0.8,5.5,1.5,0.5,0.4,1.1,12.7,28.0,82.0,SF,,kj martin,['SF']
Nic Claxton,5.4,7.7,1.8,3.2,0.0,9.2,1.9,0.9,2.5,1.3,12.6,29.9,76.0,C,,nic claxton,['C']
Dennis Schröder,4.1,9.8,3.3,3.8,1.1,2.5,4.5,0.8,0.2,1.7,12.6,30.1,66.0,PG,,dennis schroder,['PG']
Jakob Poeltl,5.4,8.6,1.7,2.8,0.0,9.1,2.7,0.9,1.2,1.7,12.5,26.5,72.0,C,,jakob poeltl,['C']
Jakob Poeltl,5.2,8.4,1.7,2.8,0.0,9.0,3.1,0.8,1.1,2.1,12.1,26.1,46.0,C,,jakob poeltl,['C']
Jakob Poeltl,5.8,8.8,1.6,2.8,0.0,9.1,2.2,1.2,1.3,1.1,13.1,27.2,26.0,C,,jakob poeltl,['C']
Mac McClung,4.5,10.0,1.5,2.5,2.0,5.0,4.5,0.0,0.0,1.5,12.5,20.5,2.0,SG,,mac mcclung,['SG']
Kelly Olynyk,4.1,8.2,2.9,3.4,1.4,6.2,3.7,0.9,0.5,2.5,12.5,28.6,68.0,C,,kelly olynyk,['C']
Eric Gordon,4.2,9.5,2.1,2.5,1.9,1.9,2.7,0.6,0.4,1.5,12.4,28.5,69.0,SG,,eric gordon,['SG']
Eric Gordon,4.5,10.2,2.3,2.9,1.8,2.1,2.9,0.6,0.4,1.8,13.1,30.2,47.0,SG,,eric gordon,['SG']
Eric Gordon,3.7,8.0,1.5,1.7,2.1,1.7,2.1,0.6,0.4,1.0,11.0,24.9,22.0,SG,,eric gordon,['SG']
Derrick White,4.3,9.2,2.0,2.3,1.8,3.6,3.9,0.7,0.9,1.2,12.4,28.3,82.0,SG,,derrick white,['SG']
Keegan Murray,4.4,9.8,0.8,1.0,2.6,4.6,1.2,0.8,0.5,0.8,12.2,29.8,80.0,SF,,keegan murray,['SF']
Caris LeVert,4.3,10.0,1.8,2.4,1.7,3.8,3.9,1.0,0.3,1.6,12.1,30.2,74.0,SG,,caris levert,['SG']
Jaden McDaniels,4.7,9.1,1.3,1.8,1.4,3.9,1.9,0.9,1.0,1.4,12.1,30.6,79.0,SF,,jaden mcdaniels,['SF']
Marvin Bagley III,4.8,9.1,1.9,2.6,0.5,6.4,0.9,0.5,0.7,1.1,12.0,23.6,42.0,C,,marvin bagley iii,['C']
Clint Capela,5.4,8.2,1.2,2.0,0.0,11.0,0.9,0.7,1.2,0.8,12.0,26.6,65.0,C,,clint capela,['C']
Mike Conley,3.9,9.1,2.1,2.5,2.0,2.7,6.7,1.1,0.2,1.5,11.9,30.3,67.0,PG,,mike conley,['PG']
Mike Conley,3.6,8.7,1.8,2.2,1.8,2.5,7.7,1.0,0.2,1.7,10.7,29.7,43.0,PG,,mike conley,['PG']
Mike Conley,4.5,9.8,2.6,3.0,2.4,3.1,5.0,1.2,0.2,1.2,14.0,31.4,24.0,PG,,mike conley,['PG']
Bones Hyland,4.1,10.2,1.5,1.8,2.1,2.4,3.1,0.7,0.3,1.5,11.8,19.4,56.0,PG,,bones hyland,['PG']
Bones Hyland,4.1,10.3,1.7,2.0,2.2,2.0,3.0,0.7,0.3,1.6,12.1,19.5,42.0,PG,,bones hyland,['PG']
Bones Hyland,3.9,9.8,1.1,1.4,1.9,3.5,3.4,0.8,0.1,1.1,10.8,18.9,14.0,PG,,bones hyland,['PG']
Lonnie Walker IV,4.2,9.4,1.6,1.9,1.6,1.9,1.1,0.5,0.3,0.8,11.7,23.2,56.0,SG,,lonnie walker iv,['SG']
Zach Collins,4.5,8.7,1.7,2.3,0.9,6.4,2.9,0.6,0.8,2.0,11.6,22.9,63.0,C,,zach collins,['C']
Bruce Brown,4.5,9.3,1.5,1.9,1.1,4.1,3.4,1.1,0.6,1.5,11.5,28.5,80.0,SF,,bruce brown,['SF']
Naz Reid,4.6,8.5,1.3,1.9,1.1,4.9,1.1,0.6,0.8,1.4,11.5,18.4,68.0,C,,naz reid,['C']
Marcus Smart,4.1,9.9,1.4,1.9,1.9,3.1,6.3,1.5,0.4,2.3,11.5,32.1,61.0,PG,,marcus smart,['PG']
Max Strus,4.1,9.9,1.0,1.1,2.5,3.2,2.1,0.5,0.2,0.9,11.5,28.4,80.0,SF,,max strus,['SF']
John Wall,4.1,9.9,2.3,3.3,1.0,2.7,5.2,0.8,0.4,2.4,11.4,22.2,34.0,PG,,john wall,['PG']
Quentin Grimes,4.0,8.5,1.1,1.4,2.2,3.2,2.1,0.7,0.4,1.0,11.3,29.9,71.0,SG,,quentin grimes,['SG']
Isaiah Stewart,3.9,8.8,2.2,3.0,1.3,8.1,1.4,0.4,0.7,1.4,11.3,28.3,50.0,C,,isaiah stewart,['C']
Rui Hachimura,4.5,9.3,1.4,1.9,0.8,4.5,0.9,0.3,0.4,0.8,11.2,23.3,63.0,PF,,rui hachimura,['PF']
Rui Hachimura,5.3,10.8,1.5,1.9,1.0,4.3,1.2,0.4,0.4,1.2,13.0,24.3,30.0,PF,,rui hachimura,['PF']
Rui Hachimura,3.8,7.9,1.3,1.8,0.6,4.7,0.7,0.2,0.4,0.5,9.6,22.4,33.0,PF,,rui hachimura,['PF']
Kyle Lowry,3.6,8.8,2.1,2.5,1.9,4.1,5.1,1.0,0.4,1.9,11.2,31.2,55.0,PG,,kyle lowry,['PG']
Marcus Morris,4.2,9.9,1.0,1.3,1.7,4.0,1.8,0.6,0.3,0.9,11.2,28.1,65.0,PF,,marcus morris,['PF']
Corey Kispert,3.9,7.9,1.0,1.2,2.2,2.8,1.2,0.4,0.1,0.7,11.1,28.3,74.0,SF,,corey kispert,['SF']
