Player,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,MIN,GP,Pos,Team,NameKey,PosList
Isaiah Hartenstein,4.9,8.4,1.4,2.1,0.0,10.7,3.8,0.8,1.1,1.7,11.2,27.9,57.0,C,,isaiah hartenstein,['C']
Buddy Hield,4.0,9.6,0.6,0.8,2.5,3.2,1.6,0.8,0.3,1.1,11.1,22.7,82.0,SG,,buddy hield,['SG']
Jrue Holiday,4.1,9.2,1.1,1.2,1.7,4.3,3.9,1.1,0.4,1.2,11.1,30.6,62.0,PG,,jrue holiday,['PG']
Walker Kessler,4.8,7.2,1.4,2.6,0.1,12.2,1.7,0.6,2.4,1.5,11.1,30.0,58.0,C,,walker kessler,['C']
Gary Trent Jr.,3.8,8.9,1.1,1.2,2.4,2.3,1.2,1.0,0.1,0.6,11.1,25.6,74.0,SG,,gary trent jr,['SG']
Spencer Dinwiddie,3.6,8.6,2.5,3.1,1.4,2.6,4.4,0.9,0.2,1.3,11.0,27.0,79.0,PG,,spencer dinwiddie,['PG']
Tim Hardaway Jr.,3.6,8.8,1.6,1.9,2.2,2.4,1.6,0.5,0.1,0.6,11.0,28.0,77.0,SG,,tim hardaway jr,['SG']
Duncan Robinson,3.9,9.0,0.6,0.7,2.6,2.3,2.4,0.5,0.1,1.2,11.0,24.1,74.0,SF,,duncan robinson,['SF']
Guerschon Yabusele,4.0,8.0,1.4,2.0,1.5,5.6,2.1,0.8,0.3,1.2,11.0,27.1,70.0,C,,guerschon yabusele,['C']
Brice Sensabaugh,3.9,8.4,0.9,1.0,2.2,3.0,1.5,0.6,0.1,1.5,10.9,20.2,71.0,SF,,brice sensabaugh,['SF']
Bogdan Bogdanović,3.9,9.1,1.1,1.2,1.9,2.9,2.7,0.8,0.2,1.4,10.8,25.0,54.0,SG,,bogdan bogdanovic,['SG']
Bogdan Bogdanović,3.5,9.3,1.3,1.4,1.8,2.8,2.0,0.8,0.3,1.5,10.0,24.9,24.0,SG,,bogdan bogdanovic,['SG']
Bogdan Bogdanović,4.2,8.9,0.9,1.1,2.0,3.1,3.2,0.7,0.2,1.2,11.4,25.0,30.0,SG,,bogdan bogdanovic,['SG']
Jordan Hawkins,3.7,9.9,1.4,1.8,2.0,2.8,1.2,0.5,0.4,1.0,10.8,23.6,56.0,SG,,jordan hawkins,['SG']
Brandon Boston Jr.,4.0,9.1,1.6,2.0,1.2,3.2,2.2,1.3,0.2,1.2,10.7,23.6,42.0,SG,,brandon boston jr,['SG']
Nikola Jović,3.7,8.2,1.6,1.9,1.7,3.9,2.8,0.8,0.3,1.3,10.7,25.1,46.0,PF,,nikola jovic,['PF']
Grayson Allen,3.4,7.6,1.5,1.8,2.3,3.0,2.1,0.8,0.3,1.2,10.6,24.1,64.0,SG,,grayson allen,['SG']
Keon Johnson,3.8,9.9,1.4,1.8,1.6,3.8,2.2,1.0,0.4,1.5,10.6,24.4,79.0,SG,,keon johnson,['SG']
Terry Rozier,3.9,9.9,1.4,1.7,1.4,3.7,2.6,0.6,0.2,1.2,10.6,25.9,64.0,PG,,terry rozier,['PG']
Obi Toppin,4.0,7.6,1.1,1.4,1.4,4.0,1.6,0.6,0.4,0.9,10.5,19.6,79.0,PF,,obi toppin,['PF']
Jonas Valančiūnas,4.3,7.7,1.8,2.0,0.1,7.7,2.0,0.5,0.6,1.5,10.4,18.8,81.0,C,,jonas valanciunas,['C']
Jonas Valančiūnas,4.7,8.6,1.9,2.2,0.1,8.2,2.2,0.4,0.6,1.8,11.5,20.1,49.0,C,,jonas valanciunas,['C']
Jonas Valančiūnas,3.6,6.4,1.6,1.8,0.0,7.0,1.8,0.5,0.6,1.0,8.7,16.9,32.0,C,,jonas valanciunas,['C']
Ochai Agbaji,4.2,8.3,0.5,0.8,1.6,3.8,1.5,0.9,0.5,0.8,10.4,27.2,64.0,SG,,ochai agbaji,['SG']
Jaylen Wells,3.6,8.6,1.4,1.7,1.7,3.4,1.7,0.6,0.1,0.9,10.4,25.9,79.0,SG,,jaylen wells,['SG']
Grant Williams,3.4,7.7,1.9,2.3,1.7,5.1,2.3,1.1,0.8,1.8,10.4,29.9,16.0,PF,,grant williams,['PF']
Kevin Porter Jr.,3.9,8.7,1.7,2.3,0.7,3.7,3.4,1.1,0.2,1.8,10.3,19.8,75.0,SG,,kevin porter jr,['SG']
Kevin Porter Jr.,3.8,9.0,1.1,1.7,0.6,3.6,3.2,1.0,0.2,1.9,9.3,19.6,45.0,SG,,kevin porter jr,['SG']
Kevin Porter Jr.,4.0,8.2,2.7,3.1,1.0,3.9,3.7,1.3,0.1,1.7,11.7,19.9,30.0,SG,,kevin porter jr,['SG']
Jose Alvarado,3.6,9.3,1.1,1.3,2.0,2.4,4.6,1.3,0.3,1.5,10.3,24.4,56.0,PG,,jose alvarado,['PG']
Nic Claxton,4.6,8.1,1.1,2.2,0.1,7.4,2.2,0.9,1.4,1.2,10.3,26.9,70.0,C,,nic claxton,['C']
Herbert Jones,3.8,8.6,1.7,2.0,1.1,3.9,3.3,1.9,0.5,1.8,10.3,32.4,20.0,SF,,herbert jones,['SF']
De'Anthony Melton,3.7,9.0,0.8,1.3,2.2,3.3,2.8,1.2,0.3,1.7,10.3,20.2,6.0,SG,,de anthony melton,['SG']
Isaiah Joe,3.5,7.9,0.6,0.8,2.6,2.6,1.6,0.6,0.1,0.5,10.2,21.7,74.0,SG,,isaiah joe,['SG']
Tyus Jones,3.8,8.4,0.6,0.7,2.0,2.4,5.3,0.9,0.1,1.1,10.2,26.8,81.0,PG,,tyus jones,['PG']
Trendon Watford,3.7,8.0,2.1,2.8,0.7,3.6,2.6,0.6,0.3,1.9,10.2,20.8,44.0,PF,,trendon watford,['PF']
Keion Brooks Jr.,3.8,7.8,1.6,2.1,1.0,4.1,0.9,0.7,0.7,0.9,10.1,23.7,14.0,SF,,keion brooks jr,['SF']
Luguentz Dort,3.6,8.4,0.5,0.6,2.4,4.1,1.6,1.1,0.5,0.7,10.1,29.2,71.0,SF,,luguentz dort,['SF']
Justin Edwards,3.9,8.6,0.7,1.0,1.6,3.4,1.6,1.0,0.4,1.1,10.1,26.3,44.0,SF,,justin edwards,['SF']
Derrick Jones Jr.,4.0,7.6,1.1,1.5,1.0,3.4,0.8,1.0,0.4,0.9,10.1,24.3,77.0,SF,,derrick jones jr,['SF']
Ausar Thompson,4.2,7.8,1.5,2.4,0.2,5.1,2.3,1.7,0.7,1.4,10.1,22.5,59.0,SF,,ausar thompson,['SF']
Chris Boucher,3.6,7.4,1.4,1.7,1.4,4.5,0.7,0.5,0.5,0.6,10.0,17.2,50.0,PF,,chris boucher,['PF']
Andrew Nembhard,3.8,8.3,1.7,2.1,0.8,3.3,5.0,1.2,0.2,1.7,10.0,28.9,65.0,SG,,andrew nembhard,['SG']
Ziaire Williams,3.4,8.3,1.6,2.0,1.6,4.6,1.3,1.0,0.4,1.1,10.0,24.5,63.0,SF,,ziaire williams,['SF']
Kevin Huerter,3.7,8.8,0.5,0.7,1.9,3.0,2.3,1.0,0.3,1.0,9.9,24.3,69.0,SG,,kevin huerter,['SG']
Kevin Huerter,3.0,7.2,0.5,0.7,1.4,2.8,1.7,0.8,0.4,0.9,7.9,20.9,43.0,SG,,kevin huerter,['SG']
Kevin Huerter,5.0,11.3,0.6,0.8,2.7,3.3,3.2,1.2,0.3,1.2,13.2,30.0,26.0,SG,,kevin huerter,['SG']
Georges Niang,3.6,7.8,0.6,0.7,2.1,3.4,1.4,0.4,0.2,1.0,9.9,21.5,79.0,PF,,georges niang,['PF']
Georges Niang,3.3,6.8,0.5,0.6,1.8,3.7,1.3,0.3,0.1,0.9,8.7,20.6,51.0,PF,,georges niang,['PF']
Georges Niang,4.3,9.7,0.8,1.0,2.7,3.0,1.6,0.4,0.3,1.2,12.1,23.0,28.0,PF,,georges niang,['PF']
Julian Champagnie,3.4,8.1,1.0,1.1,2.2,3.9,1.4,0.7,0.4,0.9,9.9,23.6,82.0,SF,,julian champagnie,['SF']
Scotty Pippen Jr.,3.6,7.5,1.5,2.2,1.1,3.3,4.4,1.3,0.4,1.7,9.9,21.3,79.0,PG,,scotty pippen jr,['PG']
Nick Smith Jr.,3.7,9.5,0.7,0.8,1.7,2.1,2.4,0.3,0.1,1.4,9.9,22.8,60.0,SG,,nick smith jr,['SG']
Bub Carrington,3.7,9.1,0.8,1.0,1.7,4.2,4.4,0.7,0.3,1.7,9.8,30.0,82.0,PG,,bub carrington,['PG']
Moses Moody,3.3,7.7,1.4,1.8,1.7,2.6,1.3,0.8,0.4,0.7,9.8,22.3,74.0,SG,,moses moody,['SG']
Amir Coffey,3.3,7.1,1.6,1.8,1.4,2.2,1.1,0.6,0.1,0.6,9.7,24.3,72.0,SG,,amir coffey,['SG']
Max Christie,3.2,7.6,1.7,1.9,1.5,3.3,1.9,0.8,0.4,1.1,9.6,27.3,78.0,SG,,max christie,['SG']
Max Christie,2.8,6.3,1.6,1.9,1.3,2.7,1.4,0.8,0.5,0.8,8.5,25.1,46.0,SG,,max christie,['SG']
Max Christie,3.9,9.4,1.8,2.0,1.7,4.2,2.5,0.9,0.3,1.5,11.2,30.4,32.0,SG,,max christie,['SG']
Kyle Filipowski,3.6,7.2,1.3,2.0,1.1,6.1,1.9,0.7,0.3,1.4,9.6,21.1,72.0,C,,kyle filipowski,['C']
Tosan Evbuomwan,3.4,7.9,2.0,2.6,0.9,4.3,2.0,0.9,0.4,1.4,9.5,23.8,28.0,SF,,tosan evbuomwan,['SF']
Miles McBride,3.5,8.5,0.8,1.0,1.8,2.5,2.9,1.0,0.3,0.6,9.5,24.9,64.0,PG,,miles mcbride,['PG']
Jalen Wilson,3.1,7.8,1.7,2.1,1.5,3.4,1.8,0.5,0.1,1.0,9.5,25.7,79.0,PF,,jalen wilson,['PF']
Nickeil Alexander-Walker,3.3,7.5,1.1,1.4,1.7,3.2,2.7,0.6,0.4,1.2,9.4,25.3,82.0,SG,,nickeil alexander walker,['SG']
Cole Anthony,3.4,8.1,1.4,1.7,1.1,3.0,2.9,0.7,0.5,1.5,9.4,18.4,67.0,PG,,cole anthony,['PG']
Anthony Black,3.4,7.9,1.9,2.5,0.8,2.9,3.1,1.1,0.6,1.8,9.4,24.2,78.0,PG,,anthony black,['PG']
Max Strus,3.3,7.5,0.6,0.7,2.3,4.3,3.2,0.5,0.2,1.1,9.4,25.5,50.0,SF,,max strus,['SF']
Tristan Vukcevic,3.4,6.9,1.5,1.9,1.1,3.7,1.1,0.3,0.7,1.2,9.4,14.7,35.0,C,,tristan vukcevic,['C']
Cam Whitmore,3.5,7.9,1.1,1.4,1.3,3.0,1.0,0.6,0.3,0.9,9.4,16.2,51.0,SF,,cam whitmore,['SF']
Nick Richards,3.6,6.1,2.1,2.8,0.0,8.2,0.9,0.2,1.0,1.4,9.3,22.0,57.0,C,,nick richards,['C']
Nick Richards,3.0,5.4,2.8,4.1,0.0,7.5,1.3,0.3,1.2,1.6,8.9,21.0,21.0,C,,nick richards,['C']
Nick Richards,3.9,6.5,1.7,2.0,0.0,8.6,0.6,0.2,0.8,1.3,9.5,22.7,36.0,C,,nick richards,['C']
Kel'el Ware,4.0,7.3,0.7,1.0,0.5,7.4,0.9,0.6,1.1,0.9,9.3,22.2,64.0,C,,kel el ware,['C']
Zach Edey,3.8,6.6,1.4,1.9,0.3,8.3,1.0,0.5,1.3,1.3,9.2,21.5,66.0,C,,zach edey,['C']
Wendell Carter Jr.,3.3,7.2,1.9,2.6,0.5,7.2,2.0,0.8,0.6,1.1,9.1,25.9,68.0,C,,wendell carter jr,['C']
Noah Clowney,2.9,8.1,1.5,1.7,1.9,3.9,0.9,0.5,0.5,1.0,9.1,22.7,46.0,PF,,noah clowney,['PF']
Dalton Knecht,3.3,7.1,0.8,1.1,1.6,2.8,0.8,0.3,0.1,0.5,9.1,19.2,78.0,SF,,dalton knecht,['SF']
A.J. Lawson,3.1,7.3,1.7,2.4,1.3,3.3,1.2,0.5,0.2,0.6,9.1,18.7,26.0,SG,,a j lawson,['SG']
T.J. McConnell,4.1,7.9,0.7,1.0,0.2,2.4,4.4,1.1,0.3,1.4,9.1,17.9,79.0,PG,,t j mcconnell,['PG']
Yves Missi,3.7,6.7,1.7,2.8,0.0,8.2,1.4,0.5,1.3,1.1,9.1,26.8,73.0,C,,yves missi,['C']
Royce O'Neale,3.2,7.6,0.3,0.3,2.4,4.7,2.2,0.9,0.5,0.9,9.1,24.5,75.0,SF,,royce o neale,['SF']
Jared Butler,3.4,7.6,1.3,1.5,1.0,1.8,3.7,0.7,0.2,1.3,9.0,17.4,60.0,SG,,jared butler,['SG']
Jared Butler,2.7,5.5,1.1,1.4,0.5,1.3,2.6,0.4,0.2,0.9,6.9,11.3,32.0,PG,,jared butler,['PG']
Jared Butler,4.2,9.9,1.4,1.6,1.6,2.5,4.9,1.1,0.3,1.8,11.5,24.4,28.0,SG,,jared butler,['SG']
Marcus Smart,3.0,7.6,1.6,2.1,1.4,2.1,3.2,1.1,0.3,1.6,9.0,20.0,34.0,PG,,marcus smart,['PG']
Marcus Smart,2.8,7.8,1.6,1.9,1.5,2.3,3.7,1.2,0.3,1.8,8.7,21.1,19.0,PG,,marcus smart,['PG']
Marcus Smart,3.2,7.3,1.6,2.3,1.3,1.9,2.5,1.1,0.2,1.3,9.3,18.7,15.0,PG,,marcus smart,['PG']
Draymond Green,3.2,7.5,1.5,2.2,1.2,6.1,5.6,1.5,1.0,2.6,9.0,29.2,68.0,PF,,draymond green,['PF']
Killian Hayes,3.0,7.2,1.7,2.0,1.3,3.0,5.2,0.7,0.7,1.5,9.0,27.0,6.0,PG,,killian hayes,['PG']
Al Horford,3.3,7.7,0.6,0.6,1.9,6.2,2.1,0.6,0.9,0.8,9.0,27.7,60.0,C,,al horford,['C']
Julian Strawther,3.2,7.5,1.1,1.4,1.4,2.2,1.3,0.6,0.2,0.9,9.0,21.3,65.0,SG,,julian strawther,['SG']
Patrick Williams,3.3,8.2,1.0,1.3,1.5,3.8,2.0,0.8,0.5,1.4,9.0,25.0,63.0,PF,,patrick williams,['PF']
Jusuf Nurkić,3.3,6.9,1.7,2.5,0.6,7.8,2.3,0.8,0.7,1.9,8.9,20.8,51.0,C,,jusuf nurkic,['C']
Jusuf Nurkić,3.0,6.5,1.9,2.8,0.8,9.2,1.9,0.9,0.6,2.3,8.6,23.7,25.0,C,,jusuf nurkic,['C']
Jusuf Nurkić,3.6,7.3,1.4,2.3,0.5,6.5,2.6,0.7,0.7,1.5,9.2,18.1,26.0,C,,jusuf nurkic,['C']
Clint Capela,4.0,7.1,0.9,1.8,0.0,8.5,1.1,0.6,1.0,0.9,8.9,21.4,55.0,C,,clint capela,['C']
Johnny Juzang,3.2,7.4,0.7,0.8,1.8,2.9,1.1,0.6,0.1,0.6,8.9,19.8,64.0,SG,,johnny juzang,['SG']
Luke Kennard,3.2,6.6,0.8,0.9,1.7,2.8,3.3,0.8,0.1,1.1,8.9,22.6,65.0,SG,,luke kennard,['SG']
Justin Champagnie,3.4,6.6,0.8,1.2,1.2,5.7,1.0,1.0,0.6,0.9,8.8,21.6,62.0,SF,,justin champagnie,['SF']
Svi Mykhailiuk,3.1,7.9,0.7,0.9,1.8,2.4,2.0,0.5,0.2,1.4,8.8,20.0,38.0,SF,,svi mykhailiuk,['SF']
Chris Paul,3.0,7.1,1.0,1.1,1.7,3.6,7.4,1.3,0.3,1.6,8.8,28.0,82.0,PG,,chris paul,['PG']
Kelly Olynyk,3.0,6.1,1.9,2.5,0.8,4.7,2.9,0.8,0.4,1.7,8.7,20.3,44.0,C,,kelly olynyk,['C']
Kelly Olynyk,2.5,4.9,1.4,1.8,0.8,3.7,2.3,0.7,0.3,1.5,7.1,16.0,24.0,C,,kelly olynyk,['C']
Kelly Olynyk,3.8,7.5,2.5,3.3,0.7,5.9,3.6,0.9,0.6,2.1,10.7,25.4,20.0,C,,kelly olynyk,['C']
Dorian Finney-Smith,3.1,6.9,0.5,0.7,2.0,3.9,1.4,0.9,0.4,0.9,8.7,28.9,63.0,PF,,dorian finney smith,['PF']
Dorian Finney-Smith,3.7,8.0,0.8,1.2,2.4,4.6,1.6,0.9,0.6,0.9,10.4,29.0,20.0,PF,,dorian finney smith,['PF']
Dorian Finney-Smith,2.8,6.4,0.3,0.5,1.9,3.6,1.4,0.9,0.3,0.9,7.9,28.8,43.0,PF,,dorian finney smith,['PF']
Oshae Brissett,3.2,6.5,1.3,2.3,1.0,3.7,0.7,0.7,0.5,1.3,8.7,23.7,6.0,SF,,oshae brissett,['SF']
Kentavious Caldwell-Pope,3.1,7.1,1.1,1.2,1.5,2.2,1.8,1.3,0.4,0.8,8.7,29.6,77.0,SG,,kentavious caldwell pope,['SG']
Isaiah Collier,3.3,7.8,1.5,2.2,0.6,3.3,6.3,0.9,0.2,2.9,8.7,25.9,71.0,PG,,isaiah collier,['PG']
Dante Exum,3.2,6.7,1.2,1.6,1.2,1.7,2.8,0.6,0.2,1.1,8.7,18.6,20.0,PG,,dante exum,['PG']
Kyshawn George,3.0,8.0,1.0,1.4,1.7,4.2,2.5,1.0,0.7,1.4,8.7,26.5,68.0,SG,,kyshawn george,['SG']
Jaden Hardy,3.2,7.3,1.1,1.5,1.3,1.6,1.4,0.5,0.1,1.4,8.7,15.9,57.0,SG,,jaden hardy,['SG']
Dereck Lively II,3.7,5.3,1.3,2.0,0.0,7.5,2.4,0.6,1.6,1.1,8.7,23.1,36.0,C,,dereck lively ii,['C']
Tyrese Martin,3.2,7.8,0.8,1.0,1.7,3.7,2.0,0.6,0.2,1.2,8.7,21.9,60.0,SG,,tyrese martin,['SG']
Matas Buzelis,3.2,6.9,1.1,1.4,1.2,3.5,1.0,0.4,0.9,0.9,8.6,18.9,80.0,SF,,matas buzelis,['SF']
Jaime Jaquez Jr.,3.2,7.0,1.6,2.2,0.6,4.4,2.5,0.9,0.2,1.5,8.6,20.7,66.0,SF,,jaime jaquez jr,['SF']
Ja'Kobe Walter,3.1,7.6,1.3,1.6,1.3,3.1,1.6,0.8,0.2,1.0,8.6,21.2,52.0,SG,,ja kobe walter,['SG']
Sam Hauser,3.0,6.7,0.2,0.2,2.3,3.2,0.9,0.6,0.2,0.3,8.5,21.7,71.0,PF,,sam hauser,['PF']
Larry Nance Jr.,3.3,6.5,0.4,0.5,1.4,4.3,1.6,0.8,0.5,0.7,8.5,19.3,24.0,PF,,larry nance jr,['PF']
Jared Rhoden,3.0,6.2,1.6,1.8,0.9,3.0,1.1,0.7,0.1,0.6,8.4,16.2,14.0,SG,,jared rhoden,['SG']
Jared Rhoden,0.5,2.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.3,1.0,3.0,4.0,SG,,jared rhoden,['SG']
Jared Rhoden,4.0,7.9,2.2,2.5,1.2,3.8,1.4,0.9,0.2,0.8,11.4,21.5,10.0,SG,,jared rhoden,['SG']
Jaylen Nowell,3.3,9.1,0.9,1.4,1.0,2.5,2.3,0.1,0.5,1.0,8.4,21.0,8.0,SG,,jaylen nowell,['SG']
Cason Wallace,3.4,7.2,0.4,0.5,1.1,3.4,2.5,1.8,0.5,0.9,8.4,27.6,68.0,SG,,cason wallace,['SG']
Bruce Brown,3.2,7.5,1.3,1.6,0.7,4.0,2.0,0.8,0.2,1.0,8.3,22.5,41.0,PG,,bruce brown,['PG']
Bruce Brown,3.2,7.3,1.4,1.6,0.6,3.8,1.6,0.9,0.2,1.1,8.4,19.6,18.0,PG,,bruce brown,['PG']
Bruce Brown,3.2,7.7,1.2,1.6,0.7,4.2,2.4,0.7,0.3,0.9,8.2,24.7,23.0,PG,,bruce brown,['PG']
Dalano Banton,3.0,7.6,1.4,1.9,1.1,2.0,2.4,0.6,0.5,1.3,8.3,16.7,67.0,PG,,dalano banton,['PG']
Brandon Clarke,3.7,5.9,1.0,1.4,0.0,5.1,1.0,0.8,0.6,0.6,8.3,18.9,64.0,PF,,brandon clarke,['PF']
Keon Ellis,2.8,5.8,0.9,1.1,1.7,2.7,1.5,1.5,0.8,0.9,8.3,24.4,80.0,SG,,keon ellis,['SG']
Brandon Williams,3.0,5.7,1.7,2.0,0.7,1.8,2.3,0.7,0.2,1.2,8.3,14.8,33.0,PG,,brandon williams,['PG']
Mike Conley,2.6,6.6,1.1,1.3,1.8,2.6,4.5,1.1,0.2,1.1,8.2,24.7,71.0,PG,,mike conley,['PG']
Taurean Prince,2.9,6.4,0.5,0.6,1.8,3.6,1.9,1.0,0.2,1.0,8.2,27.1,80.0,SF,,taurean prince,['SF']
Jalen Smith,3.0,6.4,1.1,1.4,1.1,5.6,1.0,0.3,0.7,0.6,8.2,15.0,64.0,C,,jalen smith,['C']
Quinten Post,2.9,6.5,0.5,0.6,1.7,3.5,1.3,0.4,0.4,0.8,8.1,16.3,42.0,PF,,quinten post,['PF']
Peyton Watson,3.0,6.3,1.4,2.0,0.7,3.4,1.4,0.7,1.4,0.8,8.1,24.4,68.0,SF,,peyton watson,['SF']
Davion Mitchell,3.0,6.4,0.8,1.1,1.1,2.3,4.9,1.0,0.2,1.7,7.9,27.4,74.0,PG,,davion mitchell,['PG']
Davion Mitchell,2.4,5.5,0.6,0.8,1.0,1.9,4.6,0.7,0.2,1.8,6.3,24.5,44.0,PG,,davion mitchell,['PG']
Davion Mitchell,3.9,7.7,1.1,1.6,1.4,2.7,5.3,1.4,0.3,1.7,10.3,31.6,30.0,PG,,davion mitchell,['PG']
Caleb Martin,2.9,6.8,1.4,2.2,0.8,3.9,2.1,1.0,0.5,1.2,7.9,27.1,45.0,SF,,caleb martin,['SF']
Caleb Martin,3.3,7.5,1.5,2.4,1.1,4.4,2.2,1.1,0.6,1.4,9.1,30.4,31.0,SF,,caleb martin,['SF']
Caleb Martin,2.0,5.1,1.1,1.7,0.3,2.9,1.9,0.9,0.2,0.9,5.4,19.6,14.0,SF,,caleb martin,['SF']
Tyson Etienne,2.4,7.4,1.1,1.4,1.9,1.3,1.7,0.4,0.1,1.1,7.9,21.6,7.0,PG,,tyson etienne,['PG']
Day'Ron Sharpe,3.3,6.3,1.1,1.5,0.2,6.6,1.8,0.8,0.8,1.3,7.9,18.1,50.0,C,,day ron sharpe,['C']
KJ Simpson,2.9,8.4,1.1,1.4,0.9,3.0,3.1,0.9,0.2,1.6,7.8,23.4,36.0,PG,,kj simpson,['PG']
Terance Mann,3.1,6.2,0.7,1.0,0.9,3.0,1.8,0.7,0.2,0.7,7.7,21.1,67.0,SG,,terance mann,['SG']
Terance Mann,2.4,5.3,0.6,0.9,0.7,2.9,1.6,0.8,0.3,0.7,6.0,19.8,37.0,SG,,terance mann,['SG']
Terance Mann,3.9,7.3,0.8,1.2,1.1,3.1,2.1,0.6,0.1,0.7,9.8,22.7,30.0,SG,,terance mann,['SG']
Karlo Matković,3.2,5.6,0.8,1.0,0.5,5.0,1.1,0.5,1.0,1.0,7.7,18.8,42.0,PF,,karlo matkovic,['PF']
AJ Johnson,2.8,7.3,1.1,1.3,0.8,2.0,2.6,0.4,0.1,1.2,7.6,22.0,29.0,SG,,aj johnson,['SG']
AJ Johnson,1.1,2.7,0.1,0.3,0.4,1.0,1.0,0.1,0.0,0.6,2.9,6.3,7.0,SG,,aj johnson,['SG']
AJ Johnson,3.4,8.8,1.4,1.6,1.0,2.4,3.1,0.5,0.1,1.4,9.1,27.0,22.0,SG,,aj johnson,['SG']
Lonzo Ball,2.5,6.9,0.6,0.8,1.9,3.4,3.3,1.3,0.5,1.2,7.6,22.2,35.0,PG,,lonzo ball,['PG']
Oscar Tshiebwe,3.0,5.0,1.6,2.2,0.0,8.7,0.6,0.9,0.1,0.7,7.6,18.2,14.0,C,,oscar tshiebwe,['C']
Garrison Mathews,2.2,5.5,1.4,1.7,1.8,1.9,1.3,0.6,0.3,0.7,7.5,17.7,47.0,SG,,garrison mathews,['SG']
Matisse Thybulle,2.8,5.9,0.5,1.0,1.4,3.5,1.9,2.2,0.6,0.9,7.5,20.8,15.0,SG,,matisse thybulle,['SG']
A.J. Green,2.5,5.8,0.3,0.4,2.1,2.4,1.5,0.5,0.1,0.5,7.4,22.7,73.0,SG,,a j green,['SG']
Josh Green,2.6,6.2,0.7,1.1,1.4,2.5,1.6,1.1,0.2,1.0,7.4,27.8,68.0,SG,,josh green,['SG']
Richaun Holmes,2.9,4.5,1.6,1.9,0.0,5.7,1.4,0.3,0.7,0.7,7.4,17.2,31.0,PF,,richaun holmes,['PF']
Damion Baugh,2.8,8.7,0.9,1.0,0.8,3.3,3.7,1.0,0.1,2.1,7.3,24.7,15.0,SG,,damion baugh,['SG']
Alec Burks,2.3,5.5,0.8,1.0,1.8,2.5,1.1,0.6,0.1,0.6,7.3,17.6,49.0,SG,,alec burks,['SG']
Ricky Council IV,2.4,6.3,1.7,2.1,0.8,2.9,1.3,0.4,0.2,0.7,7.3,17.1,73.0,SF,,ricky council iv,['SF']
Andre Drummond,2.9,5.9,1.4,2.3,0.1,7.8,0.9,1.0,0.5,1.4,7.3,18.8,40.0,C,,andre drummond,['C']
Tre Jones,2.8,5.2,1.2,1.5,0.4,2.5,4.2,0.8,0.2,0.8,7.2,19.7,46.0,PG,,tre jones,['PG']
Tre Jones,1.6,3.3,0.9,1.2,0.3,2.1,3.7,0.6,0.2,0.8,4.4,16.1,28.0,PG,,tre jones,['PG']
Tre Jones,4.6,8.1,1.7,1.9,0.6,3.2,4.9,1.1,0.3,0.8,11.5,25.3,18.0,PG,,tre jones,['PG']
Goga Bitadze,3.0,4.8,1.2,1.9,0.0,6.6,2.0,0.7,1.4,1.0,7.2,20.4,70.0,C,,goga bitadze,['C']
Tristan Da Silva,2.7,6.5,0.7,0.9,1.1,3.3,1.5,0.4,0.2,0.8,7.2,22.0,74.0,SF,,tristan da silva,['SF']
GG Jackson II,2.6,6.9,1.0,1.4,1.1,3.2,1.0,0.4,0.2,1.1,7.2,15.8,29.0,PF,,gg jackson ii,['PF']
Vit Krejci,2.5,5.1,0.6,0.8,1.6,2.7,2.6,0.6,0.5,0.9,7.2,20.2,57.0,PG,,vit krejci,['PG']
Sam Merrill,2.4,6.0,0.4,0.4,1.9,2.2,1.5,0.7,0.2,0.5,7.2,19.7,71.0,SG,,sam merrill,['SG']
Daeqwon Plowden,2.7,4.2,0.3,0.3,1.5,1.8,0.3,0.0,0.0,0.7,7.2,12.0,6.0,SG,,daeqwon plowden,['SG']
Nae'Qwan Tomlin,2.6,6.4,1.6,2.2,0.4,4.2,0.4,0.0,0.2,0.4,7.2,12.6,5.0,PF,,nae qwan tomlin,['PF']
Josh Okogie,2.4,5.3,1.6,2.1,0.8,2.8,0.8,1.2,0.5,0.8,7.1,15.6,40.0,SG,,josh okogie,['SG']
Josh Okogie,2.2,4.6,0.9,1.3,0.6,2.9,0.6,0.8,0.4,0.6,6.0,14.0,25.0,SG,,josh okogie,['SG']
Josh Okogie,2.5,6.5,2.7,3.5,1.1,2.7,1.3,1.8,0.5,1.0,8.9,18.3,15.0,SG,,josh okogie,['SG']
Jalen Hood-Schifino,2.5,6.5,1.2,1.4,0.9,1.8,2.5,0.3,0.5,1.2,7.1,21.0,15.0,SG,,jalen hood schifino,['SG']
Jalen Hood-Schifino,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,2.0,7.0,2.0,SG,,jalen hood schifino,['SG']
Jalen Hood-Schifino,2.8,7.5,1.2,1.5,1.1,2.0,2.8,0.4,0.5,1.3,7.8,23.2,13.0,SG,,jalen hood schifino,['SG']
Jamison Battle,2.5,5.9,0.3,0.3,1.8,2.7,0.9,0.3,0.2,0.5,7.1,17.7,59.0,SF,,jamison battle,['SF']
Alex Caruso,2.6,5.8,0.8,0.9,1.1,2.9,2.5,1.6,0.6,0.7,7.1,19.3,54.0,SG,,alex caruso,['SG']
