Player,FGM,FGA,FTM,FTA,3PM,REB,AST,STL,BLK,TO,PTS,MIN,GP,Pos,Team,NameKey,PosList
Luguentz Dort,3.6,8.3,1.6,2.0,2.0,3.6,1.4,0.9,0.6,0.9,10.9,28.4,79.0,SF,,luguentz dort,['SF']
Jusuf Nurkić,4.2,8.3,2.2,3.4,0.3,11.0,4.0,1.1,1.1,2.3,10.9,27.3,76.0,C,,jusuf nurkic,['C']
Isaiah Stewart,4.0,8.3,1.4,1.8,1.5,6.6,1.6,0.4,0.8,1.4,10.9,30.9,46.0,PF,,isaiah stewart,['PF']
Moritz Wagner,4.2,6.9,2.1,2.6,0.5,4.3,1.2,0.5,0.3,1.2,10.9,17.7,80.0,C,,moritz wagner,['C']
Bruce Brown,4.1,8.7,1.7,2.1,0.8,4.2,2.9,0.9,0.3,1.3,10.8,27.9,67.0,SG,,bruce brown,['SG']
Bruce Brown,4.5,9.5,2.0,2.5,1.0,4.7,3.0,1.1,0.2,1.2,12.1,29.7,33.0,SG,,bruce brown,['SG']
Bruce Brown,3.8,7.9,1.5,1.8,0.6,3.8,2.7,0.7,0.3,1.3,9.6,26.0,34.0,PG,,bruce brown,['PG']
Jake LaRavia,3.4,8.7,2.6,3.1,1.5,3.7,1.7,0.8,0.3,1.3,10.8,23.0,35.0,PF,,jake laravia,['PF']
Santi Aldama,4.0,9.3,0.9,1.4,1.7,5.8,2.3,0.7,0.9,1.1,10.7,26.5,61.0,PF,,santi aldama,['PF']
Simone Fontecchio,3.8,8.3,0.8,1.0,2.0,3.7,1.5,0.7,0.3,1.0,10.5,24.9,66.0,SF,,simone fontecchio,['SF']
Simone Fontecchio,3.2,7.2,0.6,0.8,1.8,3.5,1.5,0.6,0.4,1.0,8.9,23.2,50.0,SF,,simone fontecchio,['SF']
Simone Fontecchio,5.7,11.9,1.4,1.6,2.7,4.4,1.8,0.9,0.3,1.1,15.4,30.3,16.0,SF,,simone fontecchio,['SF']
Spencer Dinwiddie,3.3,8.4,2.2,2.8,1.6,2.7,4.7,0.7,0.3,1.2,10.5,28.3,76.0,PG,,spencer dinwiddie,['PG']
Spencer Dinwiddie,4.1,10.4,2.6,3.3,1.9,3.3,6.0,0.8,0.2,1.3,12.6,30.7,48.0,PG,,spencer dinwiddie,['PG']
Spencer Dinwiddie,2.0,5.0,1.6,1.8,1.3,1.7,2.4,0.5,0.5,1.0,6.8,24.2,28.0,PG,,spencer dinwiddie,['PG']
Jaden McDaniels,4.3,8.7,0.8,1.1,1.2,3.1,1.4,0.9,0.6,1.2,10.5,29.2,72.0,SF,,jaden mcdaniels,['SF']
Alec Burks,3.2,8.6,2.2,2.5,1.9,2.3,1.3,0.4,0.2,0.7,10.4,18.4,66.0,SG,,alec burks,['SG']
Alec Burks,3.7,9.4,2.8,3.1,2.3,2.6,1.6,0.5,0.3,0.7,12.6,21.0,43.0,SG,,alec burks,['SG']
Alec Burks,2.2,7.1,1.0,1.4,1.1,1.7,0.9,0.3,0.0,0.7,6.5,13.5,23.0,SG,,alec burks,['SG']
Dalano Banton,3.7,9.3,1.7,2.2,1.1,3.3,2.4,0.6,0.4,1.4,10.3,19.4,54.0,PG,,dalano banton,['PG']
Dalano Banton,0.8,2.1,0.7,0.8,0.1,1.5,0.8,0.2,0.1,0.4,2.3,7.1,24.0,PG,,dalano banton,['PG']
Dalano Banton,6.1,15.0,2.6,3.3,1.9,4.8,3.6,0.9,0.6,2.2,16.7,29.2,30.0,PG,,dalano banton,['PG']
Grant Williams,3.6,8.0,1.4,1.8,1.7,4.2,2.3,0.6,0.5,1.4,10.3,28.0,76.0,PF,,grant williams,['PF']
Grant Williams,2.8,6.7,0.9,1.2,1.7,3.6,1.7,0.5,0.6,1.1,8.1,26.4,47.0,PF,,grant williams,['PF']
Grant Williams,5.0,9.9,2.2,2.9,1.6,5.1,3.2,0.7,0.4,1.9,13.9,30.6,29.0,PF,,grant williams,['PF']
Obi Toppin,4.0,7.1,0.9,1.2,1.2,3.9,1.6,0.6,0.5,0.8,10.3,21.1,82.0,PF,,obi toppin,['PF']
Kevin Huerter,3.9,8.8,0.6,0.7,1.9,3.5,2.6,0.7,0.4,0.8,10.2,24.4,64.0,SG,,kevin huerter,['SG']
Reggie Jackson,4.0,9.2,1.0,1.2,1.2,1.9,3.8,0.5,0.2,1.3,10.2,22.2,82.0,PG,,reggie jackson,['PG']
T.J. McConnell,4.6,8.4,0.7,0.9,0.3,2.7,5.5,1.0,0.1,1.5,10.2,18.2,71.0,PG,,t j mcconnell,['PG']
Onyeka Okongwu,4.1,6.6,1.7,2.1,0.4,6.8,1.3,0.5,1.1,0.8,10.2,25.5,55.0,C,,onyeka okongwu,['C']
Kentavious Caldwell-Pope,3.6,7.7,1.3,1.5,1.6,2.4,2.4,1.3,0.6,1.0,10.1,31.6,76.0,SG,,kentavious caldwell pope,['SG']
Alex Caruso,3.6,7.6,1.0,1.4,1.9,3.8,3.5,1.7,1.0,1.4,10.1,28.7,71.0,SG,,alex caruso,['SG']
Talen Horton-Tucker,3.6,9.1,1.7,2.1,1.2,2.4,3.5,0.9,0.4,1.3,10.1,19.8,51.0,PG,,talen horton tucker,['PG']
Tre Jones,3.9,7.8,1.3,1.5,0.8,3.8,6.2,1.0,0.1,1.5,10.0,27.8,77.0,PG,,tre jones,['PG']
Caleb Martin,3.8,8.7,1.2,1.5,1.3,4.4,2.2,0.7,0.5,1.2,10.0,27.4,64.0,SF,,caleb martin,['SF']
Patrick Williams,3.7,8.3,1.2,1.5,1.4,3.9,1.5,0.9,0.8,1.3,10.0,27.3,43.0,PF,,patrick williams,['PF']
Vince Williams Jr.,3.3,7.3,2.0,2.5,1.5,5.6,3.4,0.9,0.7,1.8,10.0,27.6,52.0,SG,,vince williams jr,['SG']
Josh Richardson,3.6,8.1,1.2,1.3,1.5,2.8,2.4,0.6,0.3,0.8,9.9,25.7,43.0,SG,,josh richardson,['SG']
Jalen Smith,3.8,6.5,1.2,1.7,1.0,5.5,1.0,0.3,0.6,0.7,9.9,17.2,61.0,C,,jalen smith,['C']
Gordon Hayward,3.7,7.9,1.7,2.4,0.7,3.5,3.1,0.8,0.3,1.3,9.8,24.4,51.0,SF,,gordon hayward,['SF']
Gordon Hayward,5.6,11.9,2.5,3.2,0.9,4.7,4.6,1.1,0.5,2.0,14.5,31.9,25.0,SF,,gordon hayward,['SF']
Gordon Hayward,1.8,4.1,1.0,1.5,0.6,2.5,1.6,0.5,0.0,0.6,5.3,17.2,26.0,SF,,gordon hayward,['SF']
Kelly Olynyk,3.5,6.4,1.9,2.3,0.8,5.3,4.4,0.9,0.4,1.9,9.8,22.6,78.0,C,,kelly olynyk,['C']
Kelly Olynyk,2.9,5.2,1.6,1.9,0.7,5.1,4.4,0.7,0.2,1.6,8.1,20.4,50.0,C,,kelly olynyk,['C']
Kelly Olynyk,4.7,8.5,2.5,3.0,0.9,5.6,4.6,1.3,0.6,2.5,12.7,26.4,28.0,C,,kelly olynyk,['C']
Tari Eason,4.0,8.6,1.0,1.5,0.8,7.0,1.2,1.4,0.9,0.9,9.8,21.8,22.0,PF,,tari eason,['PF']
Nick Richards,3.9,5.6,2.0,2.7,0.0,8.0,0.8,0.4,1.1,1.1,9.7,26.3,67.0,C,,nick richards,['C']
Lonnie Walker IV,3.6,8.5,0.8,1.0,1.8,2.2,1.3,0.6,0.3,0.9,9.7,17.4,58.0,SG,,lonnie walker iv,['SG']
Payton Pritchard,3.6,7.7,0.6,0.7,1.8,3.2,3.4,0.5,0.1,0.7,9.6,22.3,82.0,PG,,payton pritchard,['PG']
Amen Thompson,3.9,7.2,1.7,2.5,0.1,6.6,2.6,1.3,0.6,1.5,9.5,22.4,62.0,SF,,amen thompson,['SF']
Josh Hart,3.6,8.4,1.1,1.4,1.0,8.3,4.1,0.9,0.3,1.5,9.4,33.4,81.0,SF,,josh hart,['SF']
Georges Niang,3.5,7.7,0.6,0.7,1.8,3.4,1.2,0.4,0.2,0.9,9.4,22.3,82.0,PF,,georges niang,['PF']
Isaac Okoro,3.4,7.0,1.3,2.0,1.2,3.0,1.9,0.8,0.5,0.8,9.4,27.3,69.0,SF,,isaac okoro,['SF']
Tre Mann,3.5,7.7,1.1,1.4,1.1,3.6,4.0,1.2,0.1,1.6,9.3,24.1,41.0,PG,,tre mann,['PG']
Tre Mann,1.5,3.1,0.1,0.1,0.6,1.8,1.5,0.2,0.0,0.7,3.8,9.2,13.0,PG,,tre mann,['PG']
Tre Mann,4.5,9.9,1.6,2.1,1.4,4.5,5.2,1.7,0.1,2.0,11.9,31.0,28.0,PG,,tre mann,['PG']
Malaki Branham,3.6,8.4,0.7,0.8,1.2,2.0,2.1,0.4,0.1,1.2,9.2,21.3,75.0,PG,,malaki branham,['PG']
Andrew Nembhard,3.8,7.7,0.7,0.8,0.9,2.1,4.1,0.9,0.1,1.5,9.2,25.0,68.0,PG,,andrew nembhard,['PG']
Chris Paul,3.6,8.1,0.7,0.9,1.3,3.9,6.8,1.2,0.1,1.3,9.2,26.4,58.0,PG,,chris paul,['PG']
Brandin Podziemski,3.7,8.1,0.7,1.1,1.2,5.8,3.7,0.8,0.2,1.2,9.2,26.6,74.0,SG,,brandin podziemski,['SG']
Duop Reath,3.4,7.3,1.0,1.4,1.3,3.7,1.0,0.5,0.6,0.8,9.1,17.9,68.0,C,,duop reath,['C']
Sam Hauser,3.2,7.1,0.2,0.2,2.5,3.5,1.0,0.5,0.3,0.4,9.0,22.0,79.0,SF,,sam hauser,['SF']
Taurean Prince,3.2,7.3,0.6,0.9,1.8,2.9,1.5,0.7,0.4,0.9,8.9,27.0,78.0,PF,,taurean prince,['PF']
Jabari Walker,3.3,7.1,1.8,2.4,0.6,7.1,1.0,0.6,0.3,0.9,8.9,23.6,72.0,SF,,jabari walker,['SF']
Dereck Lively II,4.0,5.4,0.7,1.5,0.0,6.9,1.1,0.7,1.4,0.9,8.8,23.5,55.0,C,,dereck lively ii,['C']
Kevin Love,2.9,6.5,1.5,2.0,1.5,6.1,2.1,0.3,0.2,0.9,8.8,16.8,55.0,PF,,kevin love,['PF']
Terance Mann,3.4,6.6,1.1,1.3,0.9,3.4,1.6,0.6,0.2,0.6,8.8,25.0,75.0,SG,,terance mann,['SG']
Ausar Thompson,3.7,7.6,1.1,1.9,0.3,6.4,1.9,1.1,0.9,1.3,8.8,25.1,63.0,SF,,ausar thompson,['SF']
Draymond Green,3.4,6.8,1.0,1.3,0.9,7.2,6.0,1.0,0.9,2.5,8.6,27.1,55.0,PF,,draymond green,['PF']
Al Horford,3.3,6.4,0.4,0.5,1.7,6.4,2.6,0.6,1.0,0.7,8.6,26.8,65.0,C,,al horford,['C']
Derrick Jones Jr.,3.1,6.5,1.3,1.8,1.1,3.3,1.0,0.7,0.7,0.9,8.6,23.5,76.0,SF,,derrick jones jr,['SF']
Gradey Dick,3.2,7.4,0.7,0.9,1.5,2.2,1.1,0.6,0.0,0.8,8.5,21.1,60.0,SG,,gradey dick,['SG']
Dorian Finney-Smith,3.2,7.5,0.5,0.7,1.7,4.7,1.6,0.8,0.6,0.9,8.5,28.4,68.0,PF,,dorian finney smith,['PF']
Tristan Vukcevic,2.9,6.7,1.7,2.2,1.0,3.6,1.3,0.5,0.7,1.0,8.5,15.3,10.0,C,,tristan vukcevic,['C']
Bilal Coulibaly,3.0,6.9,1.5,2.1,1.0,4.1,1.7,0.9,0.8,1.4,8.4,27.2,63.0,SF,,bilal coulibaly,['SF']
Andre Drummond,3.4,6.1,1.6,2.8,0.0,9.0,0.5,0.9,0.6,1.0,8.4,17.1,79.0,C,,andre drummond,['C']
Miles McBride,3.0,6.7,0.6,0.7,1.6,1.5,1.7,0.7,0.1,0.4,8.3,19.5,68.0,PG,,miles mcbride,['PG']
Marcus Sasser,3.1,7.2,0.8,0.9,1.3,1.8,3.3,0.6,0.2,1.3,8.3,19.0,71.0,PG,,marcus sasser,['PG']
Josh Green,3.1,6.6,0.7,1.0,1.3,3.2,2.3,0.8,0.2,1.1,8.2,26.4,57.0,SG,,josh green,['SG']
Isaiah Joe,2.8,6.2,0.6,0.7,1.9,2.3,1.3,0.6,0.3,0.6,8.2,18.5,78.0,SG,,isaiah joe,['SG']
Ziaire Williams,2.9,7.4,1.2,1.5,1.1,3.5,1.5,0.7,0.2,1.3,8.2,20.4,51.0,SF,,ziaire williams,['SF']
Kyle Lowry,2.7,6.3,1.1,1.3,1.6,3.2,4.2,1.0,0.4,1.4,8.1,28.2,60.0,PG,,kyle lowry,['PG']
Kyle Lowry,2.8,6.5,0.9,1.1,1.7,3.5,4.0,1.1,0.4,1.4,8.2,28.0,37.0,PG,,kyle lowry,['PG']
Kyle Lowry,2.6,5.9,1.2,1.4,1.6,2.8,4.6,0.9,0.3,1.4,8.0,28.4,23.0,PG,,kyle lowry,['PG']
Walker Kessler,3.6,5.5,0.9,1.5,0.1,7.5,0.9,0.5,2.4,1.0,8.1,23.3,64.0,C,,walker kessler,['C']
Moses Moody,2.9,6.4,1.1,1.4,1.1,3.0,0.9,0.6,0.4,0.7,8.1,17.5,66.0,SG,,moses moody,['SG']
Nickeil Alexander-Walker,2.9,6.6,0.6,0.8,1.6,2.0,2.5,0.8,0.5,0.9,8.0,23.4,82.0,SG,,nickeil alexander walker,['SG']
Sam Merrill,2.6,6.4,0.4,0.5,2.3,2.0,1.8,0.3,0.1,0.3,8.0,17.5,61.0,SG,,sam merrill,['SG']
Derrick Rose,3.2,6.9,1.0,1.1,0.6,1.9,3.3,0.3,0.1,1.3,8.0,16.6,24.0,PG,,derrick rose,['PG']
Dario Šarić,2.8,6.1,1.2,1.5,1.2,4.4,2.3,0.5,0.2,1.2,8.0,17.2,64.0,C,,dario saric,['C']
Trayce Jackson-Davis,3.4,4.9,1.1,1.9,0.0,5.0,1.2,0.4,1.1,0.7,7.9,16.6,68.0,PF,,trayce jackson davis,['PF']
Dante Exum,2.9,5.5,1.0,1.2,1.0,2.7,2.9,0.4,0.1,0.9,7.8,19.8,55.0,PG,,dante exum,['PG']
Markelle Fultz,3.6,7.6,0.5,0.8,0.1,3.2,2.8,1.0,0.3,1.2,7.8,21.2,43.0,PG,,markelle fultz,['PG']
Isaiah Hartenstein,3.1,4.9,1.5,2.1,0.0,8.3,2.5,1.2,1.1,1.2,7.8,25.3,75.0,C,,isaiah hartenstein,['C']
Jordan Hawkins,2.6,6.8,1.0,1.2,1.6,2.2,1.0,0.3,0.1,0.6,7.8,17.3,67.0,SG,,jordan hawkins,['SG']
Royce O'Neale,2.7,6.8,0.3,0.4,2.0,4.8,2.8,0.7,0.6,0.9,7.7,24.7,79.0,SF,,royce o neale,['SF']
Royce O'Neale,2.6,6.6,0.3,0.4,2.0,4.5,2.8,0.7,0.6,1.0,7.4,24.5,49.0,SF,,royce o neale,['SF']
Royce O'Neale,2.9,7.1,0.3,0.4,2.0,5.2,2.7,0.9,0.5,0.7,8.1,25.1,30.0,SF,,royce o neale,['SF']
RaiQuan Gray,3.3,5.7,0.0,0.0,1.0,2.3,2.0,0.3,0.3,0.3,7.7,13.0,3.0,PF,,raiquan gray,['PF']
Nikola Jović,2.8,6.1,0.7,1.0,1.4,4.2,2.0,0.5,0.3,0.9,7.7,19.5,46.0,PF,,nikola jovic,['PF']
Precious Achiuwa,3.2,6.3,0.9,1.5,0.4,6.6,1.3,0.6,0.9,1.1,7.6,21.9,74.0,C,,precious achiuwa,['C']
Precious Achiuwa,3.1,6.8,1.0,1.7,0.5,5.4,1.8,0.6,0.5,1.2,7.7,17.5,25.0,C,,precious achiuwa,['C']
Precious Achiuwa,3.2,6.1,0.9,1.4,0.3,7.2,1.1,0.6,1.1,1.1,7.6,24.2,49.0,PF,,precious achiuwa,['PF']
Toumani Camara,2.8,6.3,1.1,1.4,0.8,4.9,1.2,0.9,0.5,1.2,7.5,24.8,70.0,PF,,toumani camara,['PF']
Cody Martin,2.9,7.7,0.7,1.2,1.0,3.9,3.7,1.1,0.6,1.6,7.5,26.9,28.0,SF,,cody martin,['SF']
Brice Sensabaugh,2.7,6.8,1.2,1.3,1.1,3.2,1.7,0.4,0.2,1.5,7.5,18.3,32.0,SF,,brice sensabaugh,['SF']
Cameron Payne,2.7,6.2,0.7,0.9,1.3,1.5,2.6,0.5,0.1,0.8,7.4,16.7,78.0,PG,,cameron payne,['PG']
Cameron Payne,2.1,4.7,0.8,0.9,1.1,1.3,2.3,0.5,0.1,0.7,6.2,14.9,47.0,PG,,cameron payne,['PG']
Cameron Payne,3.5,8.4,0.7,0.7,1.7,1.8,3.1,0.6,0.3,1.1,9.3,19.4,31.0,PG,,cameron payne,['PG']
Christian Braun,2.7,5.9,1.1,1.6,0.8,3.7,1.6,0.5,0.4,0.7,7.3,20.2,82.0,SG,,christian braun,['SG']
Jaden Hardy,2.7,6.6,0.8,1.0,1.1,1.8,1.5,0.3,0.1,0.8,7.3,13.5,73.0,SG,,jaden hardy,['SG']
Taylor Hendricks,2.7,6.0,0.6,0.7,1.3,4.6,0.8,0.7,0.8,0.7,7.3,21.4,40.0,PF,,taylor hendricks,['PF']
Paul Reed,3.2,5.9,0.7,1.0,0.3,6.0,1.3,0.8,1.0,0.8,7.3,19.4,82.0,C,,paul reed,['C']
Lamar Stevens,2.8,6.3,1.1,1.4,0.4,3.3,0.7,0.6,0.6,0.6,7.2,14.7,38.0,PF,,lamar stevens,['PF']
Lamar Stevens,1.1,2.4,0.4,0.6,0.2,1.6,0.4,0.3,0.3,0.5,2.8,6.4,19.0,PF,,lamar stevens,['PF']
Lamar Stevens,4.6,10.3,1.8,2.3,0.6,5.1,1.1,0.9,0.9,0.8,11.5,23.0,19.0,PF,,lamar stevens,['PF']
Johnny Juzang,2.6,5.5,0.5,0.7,1.6,1.8,1.2,0.2,0.1,0.7,7.2,18.6,20.0,SG,,johnny juzang,['SG']
Kevin Knox,2.8,6.0,0.6,0.7,1.0,2.4,0.7,0.4,0.2,0.7,7.2,18.1,31.0,SF,,kevin knox,['SF']
Trey Lyles,2.5,5.5,0.8,1.2,1.4,4.4,1.2,0.3,0.3,0.7,7.2,20.0,58.0,PF,,trey lyles,['PF']
Jose Alvarado,2.5,6.2,0.6,0.9,1.4,2.3,2.1,1.1,0.3,0.7,7.1,18.4,56.0,PG,,jose alvarado,['PG']
Naji Marshall,2.6,5.6,1.0,1.3,0.9,3.6,1.9,0.7,0.2,1.0,7.1,19.0,66.0,SF,,naji marshall,['SF']
Landry Shamet,2.6,6.0,0.8,1.0,1.2,1.3,1.2,0.5,0.2,0.7,7.1,15.8,46.0,SG,,landry shamet,['SG']
James Wiseman,3.0,4.8,1.1,1.6,0.0,5.3,0.9,0.2,0.6,1.0,7.1,17.3,63.0,C,,james wiseman,['C']
Vasilije Micić,2.7,6.2,1.0,1.3,0.7,1.5,4.4,0.5,0.1,1.7,7.0,19.6,60.0,PG,,vasilije micic,['PG']
Vasilije Micić,1.2,3.0,0.5,0.6,0.4,0.8,2.5,0.3,0.1,1.0,3.3,12.0,30.0,PG,,vasilije micic,['PG']
Vasilije Micić,4.1,9.3,1.6,1.9,1.1,2.1,6.2,0.7,0.1,2.3,10.8,27.2,30.0,PG,,vasilije micic,['PG']
Jordan Nwora,2.7,5.8,0.8,1.0,0.8,2.9,1.2,0.5,0.3,1.0,7.0,13.7,52.0,SF,,jordan nwora,['SF']
Jordan Nwora,2.1,4.6,0.5,0.6,0.6,1.8,1.0,0.3,0.1,0.7,5.2,10.2,18.0,SF,,jordan nwora,['SF']
Jordan Nwora,3.0,6.4,1.0,1.2,1.0,3.4,1.3,0.6,0.4,1.2,7.9,15.6,34.0,SF,,jordan nwora,['SF']
Quentin Grimes,2.4,6.4,0.7,0.9,1.6,2.0,1.3,0.7,0.1,0.5,7.0,20.1,51.0,SG,,quentin grimes,['SG']
Quentin Grimes,2.5,6.4,0.5,0.8,1.7,2.0,1.2,0.7,0.1,0.5,7.3,20.2,45.0,SG,,quentin grimes,['SG']
Quentin Grimes,1.5,7.0,1.7,1.8,0.7,2.0,2.3,0.8,0.7,1.2,5.3,19.2,6.0,SG,,quentin grimes,['SG']
Javon Freeman-Liberty,2.5,5.6,1.5,1.6,0.5,3.2,1.8,0.5,0.2,1.1,7.0,18.3,22.0,PG,,javon freeman liberty,['PG']
Evan Fournier,2.5,6.9,0.9,1.1,1.0,1.8,1.5,0.9,0.2,0.7,6.9,18.1,32.0,SG,,evan fournier,['SG']
Evan Fournier,1.3,6.7,0.7,0.7,0.7,1.3,1.0,1.3,0.0,0.3,4.0,13.0,3.0,SG,,evan fournier,['SG']
Evan Fournier,2.6,6.9,0.9,1.2,1.1,1.9,1.6,0.9,0.2,0.7,7.2,18.7,29.0,SG,,evan fournier,['SG']
Gary Harris,2.4,5.5,0.6,0.8,1.4,1.7,1.6,0.9,0.3,0.6,6.9,24.0,54.0,SG,,gary harris,['SG']
Killian Hayes,2.8,6.7,0.8,1.2,0.5,2.8,4.9,0.9,0.5,1.2,6.9,24.0,42.0,PG,,killian hayes,['PG']
Bones Hyland,2.6,6.8,0.5,0.6,1.2,1.5,2.5,0.7,0.1,1.2,6.9,14.6,37.0,PG,,bones hyland,['PG']
Mãozinha Pereira,2.6,5.0,1.0,1.4,0.7,5.3,0.3,0.9,0.6,0.7,6.9,17.4,7.0,SF,,maozinha pereira,['SF']
Trendon Watford,2.6,4.9,1.2,1.5,0.4,3.1,1.3,0.4,0.3,1.0,6.9,13.6,63.0,PF,,trendon watford,['PF']
Aaron Wiggins,2.7,4.8,0.7,0.9,0.8,2.4,1.1,0.7,0.2,0.7,6.9,15.7,78.0,SG,,aaron wiggins,['SG']
Christian Wood,2.5,5.3,1.3,1.9,0.7,5.1,1.0,0.3,0.7,1.0,6.9,17.4,50.0,PF,,christian wood,['PF']
Trey Jemison,3.0,5.4,0.8,1.0,0.0,5.4,1.1,0.5,1.1,1.4,6.8,22.9,25.0,C,,trey jemison,['C']
Trey Jemison,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,2.0,C,,trey jemison,['C']
Trey Jemison,3.3,5.9,0.9,1.1,0.0,5.8,1.2,0.5,1.2,1.4,7.4,24.9,23.0,C,,trey jemison,['C']
Julian Champagnie,2.2,5.4,1.0,1.2,1.4,2.8,1.4,0.6,0.6,0.8,6.8,19.8,74.0,SF,,julian champagnie,['SF']
Jonathan Isaac,2.5,4.9,1.0,1.4,0.7,4.5,0.5,0.7,1.2,0.5,6.8,15.8,58.0,PF,,jonathan isaac,['PF']
Cedi Osman,2.6,5.3,0.5,0.7,1.2,2.5,1.7,0.5,0.2,0.7,6.8,17.6,72.0,SF,,cedi osman,['SF']
Day'Ron Sharpe,2.8,4.8,1.2,2.0,0.1,6.4,1.4,0.4,0.7,1.1,6.8,15.1,61.0,C,,day ron sharpe,['C']
Cason Wallace,2.6,5.4,0.4,0.5,1.2,2.3,1.5,0.9,0.5,0.5,6.8,20.6,82.0,SG,,cason wallace,['SG']
Robert Williams,2.8,4.3,1.2,1.5,0.0,6.3,0.8,1.2,1.2,1.2,6.8,19.8,6.0,C,,robert williams,['C']
Dāvis Bertāns,2.1,5.4,0.7,0.8,1.8,1.4,0.8,0.6,0.3,0.4,6.7,15.7,43.0,PF,,davis bertans,['PF']
Dāvis Bertāns,0.7,1.7,0.9,1.0,0.7,0.7,0.6,0.2,0.2,0.1,2.9,6.1,15.0,PF,,davis bertans,['PF']
Dāvis Bertāns,2.9,7.4,0.6,0.6,2.4,1.8,0.9,0.8,0.3,0.6,8.8,20.8,28.0,PF,,davis bertans,['PF']
Jahmi'us Ramsey,2.6,5.9,0.7,0.9,0.9,3.1,1.1,1.0,0.0,1.0,6.7,17.3,7.0,SG,,jahmi us ramsey,['SG']
Peyton Watson,2.6,5.6,0.9,1.3,0.6,3.2,1.1,0.5,1.1,0.7,6.7,18.6,80.0,SF,,peyton watson,['SF']
Amir Coffey,2.4,5.0,0.9,1.0,1.0,2.1,1.1,0.6,0.2,0.5,6.6,20.9,70.0,SF,,amir coffey,['SF']
Aaron Holiday,2.4,5.3,0.7,0.8,1.1,1.6,1.8,0.5,0.1,0.7,6.6,16.3,78.0,PG,,aaron holiday,['PG']
Dennis Smith Jr.,2.6,6.0,0.8,1.0,0.6,2.9,3.6,1.2,0.2,1.2,6.6,18.9,56.0,PG,,dennis smith jr,['PG']
Chimezie Metu,2.4,4.8,1.1,1.3,0.5,3.8,0.9,0.8,0.3,1.0,6.5,16.8,51.0,C,,chimezie metu,['C']
Chimezie Metu,1.8,3.5,1.0,1.2,0.4,3.0,0.5,0.5,0.2,0.7,5.0,12.1,37.0,C,,chimezie metu,['C']
Chimezie Metu,4.1,8.1,1.4,1.5,0.9,6.0,1.9,1.7,0.5,1.8,10.5,29.4,14.0,C,,chimezie metu,['C']
Jordan Goodwin,2.5,6.7,0.8,1.0,0.7,4.4,2.7,0.8,0.3,1.0,6.5,18.5,57.0,PG,,jordan goodwin,['PG']
Jordan Goodwin,1.9,4.8,0.6,0.7,0.6,2.9,2.0,0.6,0.2,0.7,5.0,14.0,40.0,PG,,jordan goodwin,['PG']
Jordan Goodwin,3.9,11.1,1.1,1.8,1.1,8.0,4.5,1.5,0.5,1.6,10.0,29.2,17.0,PG,,jordan goodwin,['PG']
David Roddy,2.5,6.3,0.7,1.0,0.7,3.2,1.2,0.4,0.2,0.9,6.5,18.1,65.0,PF,,david roddy,['PF']
David Roddy,3.2,8.0,1.0,1.4,1.0,4.2,1.6,0.5,0.2,1.1,8.4,23.2,48.0,PF,,david roddy,['PF']
David Roddy,0.6,1.4,0.1,0.1,0.1,0.6,0.2,0.1,0.0,0.2,1.3,3.7,17.0,PF,,david roddy,['PF']
David Duke Jr.,2.5,4.5,0.8,0.8,0.8,2.5,1.3,0.5,0.0,0.8,6.5,12.8,4.0,SG,,david duke jr,['SG']
Jeff Green,2.1,4.7,1.6,1.9,0.7,2.3,0.9,0.2,0.4,0.6,6.5,16.8,78.0,PF,,jeff green,['PF']
Isaiah Jackson,2.6,3.9,1.2,1.7,0.0,4.0,0.8,0.6,1.0,0.7,6.5,13.1,59.0,C,,isaiah jackson,['C']
Marcus Morris,2.4,5.4,0.7,0.9,1.0,2.7,0.7,0.3,0.3,0.6,6.4,16.7,49.0,PF,,marcus morris,['PF']
Marcus Morris,2.4,5.5,0.8,1.0,1.0,2.9,0.7,0.4,0.3,0.5,6.7,17.2,37.0,PF,,marcus morris,['PF']
Marcus Morris,2.2,4.9,0.4,0.7,1.0,2.1,0.8,0.2,0.2,0.9,5.8,15.0,12.0,PF,,marcus morris,['PF']
Kyle Anderson,2.5,5.5,1.2,1.7,0.1,3.5,4.2,0.9,0.6,1.2,6.4,22.6,79.0,PF,,kyle anderson,['PF']
Chris Boucher,2.2,4.3,1.4,1.8,0.6,4.1,0.5,0.3,0.5,0.6,6.4,14.1,50.0,PF,,chris boucher,['PF']
Jared Butler,2.5,5.0,0.8,0.9,0.6,1.5,3.2,0.7,0.2,1.3,6.3,14.2,40.0,SG,,jared butler,['SG']
Bruno Fernando,2.4,4.2,1.4,2.1,0.0,4.3,1.0,0.6,0.6,1.0,6.3,15.2,45.0,C,,bruno fernando,['C']
Daniel Theis,2.6,4.9,0.6,0.8,0.4,4.1,1.0,0.4,0.9,0.7,6.3,16.9,60.0,C,,daniel theis,['C']
Daniel Theis,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,C,,daniel theis,['C']
Daniel Theis,2.6,4.9,0.6,0.8,0.4,4.1,1.0,0.4,0.9,0.7,6.3,17.1,59.0,C,,daniel theis,['C']
Jaylen Nowell,2.6,6.0,0.5,0.7,0.5,1.8,1.5,0.3,0.2,0.5,6.2,16.5,13.0,SG,,jaylen nowell,['SG']
